date,exposures,carts,behavior_orders,pays,favorites,reviews,shares,active_users,sessions,gmv,orders,buyers,aov,cart_rate,order_rate,pay_rate,favorite_rate,share_rate,review_rate,period
2025-06-23,12,7,6,6,9,7,4,32,51,5995.0,2.0,2.0,2997.5,0.5833333333333334,0.8571428571428571,1.0,0.75,0.3333333333333333,1.1666666666666667,previous_period
2025-06-24,10,3,8,2,0,3,3,27,29,7815.55,4.0,4.0,1953.8875,0.3,2.6666666666666665,0.25,0.0,0.3,1.5,previous_period
2025-06-25,11,8,4,3,7,0,4,24,37,4408.81,1.0,1.0,4408.81,0.7272727272727273,0.5,0.75,0.6363636363636364,0.36363636363636365,0.0,previous_period
2025-06-26,8,7,3,2,10,3,0,19,33,9294.86,3.0,3.0,3098.286666666667,0.875,0.42857142857142855,0.6666666666666666,1.25,0.0,1.5,previous_period
2025-06-27,11,5,7,2,5,1,3,24,34,352.91,1.0,1.0,352.91,0.45454545454545453,1.4,0.2857142857142857,0.45454545454545453,0.2727272727272727,0.5,previous_period
2025-06-28,8,4,5,5,6,4,3,23,35,4395.07,2.0,2.0,2197.535,0.5,1.25,1.0,0.75,0.375,0.8,previous_period
2025-07-01,10,8,5,3,8,4,4,22,42,1157.71,1.0,1.0,1157.71,0.8,0.625,0.6,0.8,0.4,1.3333333333333333,previous_period
2025-07-02,4,2,2,5,4,2,3,21,22,5625.2,2.0,2.0,2812.6,0.5,1.0,2.5,1.0,0.75,0.4,previous_period
2025-07-03,10,7,7,3,9,7,2,23,45,6826.05,3.0,3.0,2275.35,0.7,1.0,0.42857142857142855,0.9,0.2,2.3333333333333335,previous_period
2025-07-04,7,3,5,3,3,6,1,22,28,6131.97,2.0,2.0,3065.985,0.42857142857142855,1.6666666666666667,0.6,0.42857142857142855,0.14285714285714285,2.0,previous_period
2025-07-05,6,3,3,2,2,2,2,19,20,6358.27,2.0,2.0,3179.135,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,previous_period
2025-07-06,10,7,11,10,10,6,4,33,58,4520.11,1.0,1.0,4520.11,0.7,1.5714285714285714,0.9090909090909091,1.0,0.4,0.6,previous_period
2025-07-07,10,5,3,3,4,2,3,24,30,2470.21,1.0,1.0,2470.21,0.5,0.6,1.0,0.4,0.3,0.6666666666666666,previous_period
2025-07-08,7,3,6,4,4,3,4,20,31,7787.35,2.0,2.0,3893.675,0.42857142857142855,2.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.75,previous_period
2025-07-09,12,11,5,5,4,4,3,28,44,12207.43,4.0,4.0,3051.8575,0.9166666666666666,0.45454545454545453,1.0,0.3333333333333333,0.25,0.8,previous_period
2025-07-10,6,5,3,3,6,1,6,21,30,18745.37,7.0,7.0,2677.91,0.8333333333333334,0.6,1.0,1.0,1.0,0.3333333333333333,previous_period
2025-07-11,12,8,11,4,8,5,2,28,50,8352.13,3.0,3.0,2784.043333333333,0.6666666666666666,1.375,0.36363636363636365,0.6666666666666666,0.16666666666666666,1.25,previous_period
2025-07-12,8,7,5,4,6,3,4,27,37,9164.69,6.0,6.0,1527.4483333333335,0.875,0.7142857142857143,0.8,0.75,0.5,0.75,previous_period
2025-07-13,15,7,2,5,6,2,2,24,39,16057.07,6.0,6.0,2676.1783333333333,0.4666666666666667,0.2857142857142857,2.5,0.4,0.13333333333333333,0.4,previous_period
2025-07-14,11,6,8,2,6,2,2,26,37,6373.05,2.0,2.0,3186.525,0.5454545454545454,1.3333333333333333,0.25,0.5454545454545454,0.18181818181818182,1.0,previous_period
2025-07-15,7,7,2,2,6,3,2,25,29,4068.37,2.0,2.0,2034.185,1.0,0.2857142857142857,1.0,0.8571428571428571,0.2857142857142857,1.5,previous_period
2025-07-16,9,3,6,4,3,6,3,25,34,5898.65,3.0,3.0,1966.2166666666665,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.5,previous_period
2025-07-17,10,8,2,6,4,3,4,26,37,8559.4,5.0,5.0,1711.8799999999999,0.8,0.25,3.0,0.4,0.4,0.5,previous_period
2025-07-18,8,6,3,7,6,1,1,25,32,15813.57,7.0,7.0,2259.0814285714287,0.75,0.5,2.3333333333333335,0.75,0.125,0.14285714285714285,previous_period
2025-07-19,6,5,5,6,4,2,4,29,32,3609.35,1.0,1.0,3609.35,0.8333333333333334,1.0,1.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,previous_period
2025-07-20,9,7,3,2,7,2,3,24,33,7391.25,2.0,2.0,3695.625,0.7777777777777778,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.3333333333333333,1.0,previous_period
2025-07-21,5,5,5,4,3,3,3,24,28,8198.52,3.0,3.0,2732.84,1.0,1.0,0.8,0.6,0.6,0.75,previous_period
2025-07-22,9,4,6,5,6,2,4,21,36,6440.93,2.0,2.0,3220.465,0.4444444444444444,1.5,0.8333333333333334,0.6666666666666666,0.4444444444444444,0.4,previous_period
2025-07-23,9,6,1,4,2,0,3,24,25,8295.34,4.0,4.0,2073.835,0.6666666666666666,0.16666666666666666,4.0,0.2222222222222222,0.3333333333333333,0.0,previous_period
2025-07-24,9,9,4,5,5,4,3,23,39,16472.24,7.0,7.0,2353.1771428571433,1.0,0.4444444444444444,1.25,0.5555555555555556,0.3333333333333333,0.8,previous_period
2025-07-25,10,10,4,5,6,4,2,30,41,5929.28,3.0,3.0,1976.4266666666665,1.0,0.4,1.25,0.6,0.2,0.8,previous_period
2025-07-26,14,12,7,1,6,3,1,33,44,6621.42,2.0,2.0,3310.71,0.8571428571428571,0.5833333333333334,0.14285714285714285,0.42857142857142855,0.07142857142857142,3.0,previous_period
2025-07-27,4,4,4,8,3,3,2,22,28,7163.8099999999995,3.0,3.0,2387.9366666666665,1.0,1.0,2.0,0.75,0.5,0.375,previous_period
2025-07-28,5,3,2,2,5,1,2,12,20,9109.9,3.0,3.0,3036.633333333333,0.6,0.6666666666666666,1.0,1.0,0.4,0.5,previous_period
2025-08-01,8,5,3,0,4,1,4,19,25,12315.92,4.0,4.0,3078.98,0.625,0.6,0.0,0.5,0.5,,previous_period
2025-08-02,7,4,1,3,0,2,3,18,20,778.66,1.0,1.0,778.66,0.5714285714285714,0.25,3.0,0.0,0.42857142857142855,0.6666666666666666,previous_period
2025-08-03,5,4,3,4,3,3,5,23,27,5996.6900000000005,3.0,3.0,1998.8966666666668,0.8,0.75,1.3333333333333333,0.6,1.0,0.75,previous_period
2025-08-04,6,3,4,2,6,4,2,19,27,8951.83,4.0,4.0,2237.9575,0.5,1.3333333333333333,0.5,1.0,0.3333333333333333,2.0,previous_period
2025-08-05,4,3,3,5,4,2,5,18,26,17511.02,6.0,6.0,2918.5033333333336,0.75,1.0,1.6666666666666667,1.0,1.25,0.4,previous_period
2025-08-06,7,4,6,1,6,3,3,23,30,10651.39,4.0,4.0,2662.8475,0.5714285714285714,1.5,0.16666666666666666,0.8571428571428571,0.42857142857142855,3.0,previous_period
2025-08-07,9,6,5,0,5,3,1,24,29,11243.7,4.0,4.0,2810.925,0.6666666666666666,0.8333333333333334,0.0,0.5555555555555556,0.1111111111111111,,previous_period
2025-08-08,11,7,5,5,7,9,1,29,45,5191.29,2.0,2.0,2595.645,0.6363636363636364,0.7142857142857143,1.0,0.6363636363636364,0.09090909090909091,1.8,previous_period
2025-08-09,9,7,5,4,7,5,0,23,37,12312.56,3.0,3.0,4104.1866666666665,0.7777777777777778,0.7142857142857143,0.8,0.7777777777777778,0.0,1.25,previous_period
2025-08-10,7,4,3,2,5,5,3,24,29,5930.39,3.0,3.0,1976.7966666666669,0.5714285714285714,0.75,0.6666666666666666,0.7142857142857143,0.42857142857142855,2.5,previous_period
2025-08-11,7,3,2,4,2,3,3,20,24,15371.27,6.0,6.0,2561.8783333333336,0.42857142857142855,0.6666666666666666,2.0,0.2857142857142857,0.42857142857142855,0.75,previous_period
2025-08-12,7,8,5,4,4,3,0,23,31,12412.92,4.0,4.0,3103.23,1.1428571428571428,0.625,0.8,0.5714285714285714,0.0,0.75,previous_period
2025-08-13,9,7,6,6,7,2,5,25,42,17242.35,6.0,6.0,2873.725,0.7777777777777778,0.8571428571428571,1.0,0.7777777777777778,0.5555555555555556,0.3333333333333333,previous_period
2025-08-14,8,5,5,2,5,0,1,21,26,12340.05,4.0,4.0,3085.0125,0.625,1.0,0.4,0.625,0.125,0.0,previous_period
2025-08-15,12,5,4,4,2,7,3,33,37,0.0,0.0,0.0,,0.4166666666666667,0.8,1.0,0.16666666666666666,0.25,1.75,previous_period
2025-08-16,9,8,4,5,10,4,1,17,41,12438.05,4.0,4.0,3109.5125,0.8888888888888888,0.5,1.25,1.1111111111111112,0.1111111111111111,0.8,previous_period
2025-08-17,10,9,3,4,3,4,2,24,35,298.61,1.0,1.0,298.61,0.9,0.3333333333333333,1.3333333333333333,0.3,0.2,1.0,previous_period
2025-08-18,9,7,3,3,2,1,5,25,30,6114.629999999999,3.0,3.0,2038.2099999999998,0.7777777777777778,0.42857142857142855,1.0,0.2222222222222222,0.5555555555555556,0.3333333333333333,previous_period
2025-08-19,10,4,3,2,3,2,0,18,24,8442.91,3.0,3.0,2814.3033333333333,0.4,0.75,0.6666666666666666,0.3,0.0,1.0,previous_period
2025-08-20,5,6,3,5,5,3,2,27,29,7605.8099999999995,3.0,3.0,2535.27,1.2,0.5,1.6666666666666667,1.0,0.4,0.6,previous_period
2025-08-21,9,7,1,4,5,2,3,22,31,6502.46,3.0,3.0,2167.4866666666667,0.7777777777777778,0.14285714285714285,4.0,0.5555555555555556,0.3333333333333333,0.5,previous_period
2025-08-22,3,1,2,0,2,4,2,14,14,1574.02,1.0,1.0,1574.02,0.3333333333333333,2.0,0.0,0.6666666666666666,0.6666666666666666,,previous_period
2025-08-23,10,9,5,4,7,3,0,26,38,10863.71,4.0,4.0,2715.9275,0.9,0.5555555555555556,0.8,0.7,0.0,0.75,previous_period
2025-08-24,8,6,4,2,6,4,5,23,35,2961.88,1.0,1.0,2961.88,0.75,0.6666666666666666,0.5,0.75,0.625,2.0,previous_period
2025-08-25,10,7,4,2,4,0,2,18,29,11302.96,5.0,5.0,2260.5919999999996,0.7,0.5714285714285714,0.5,0.4,0.2,0.0,previous_period
2025-08-26,8,4,4,3,2,2,4,24,27,13642.0,5.0,5.0,2728.4,0.5,1.0,0.75,0.25,0.5,0.6666666666666666,previous_period
2025-08-27,6,6,4,5,4,1,1,18,27,3153.91,1.0,1.0,3153.91,1.0,0.6666666666666666,1.25,0.6666666666666666,0.16666666666666666,0.2,previous_period
2025-08-28,5,1,1,2,5,7,0,19,21,0.0,0.0,0.0,,0.2,1.0,2.0,1.0,0.0,3.5,previous_period
2025-09-01,13,10,5,2,7,6,2,27,45,9022.24,3.0,3.0,3007.4133333333334,0.7692307692307693,0.5,0.4,0.5384615384615384,0.15384615384615385,3.0,previous_period
2025-09-02,10,7,3,3,4,2,2,26,31,9292.25,3.0,3.0,3097.4166666666665,0.7,0.42857142857142855,1.0,0.4,0.2,0.6666666666666666,previous_period
2025-09-03,11,11,9,6,14,6,3,35,60,10429.0,5.0,5.0,2085.8,1.0,0.8181818181818182,0.6666666666666666,1.2727272727272727,0.2727272727272727,1.0,previous_period
2025-09-04,4,3,3,4,8,5,2,23,29,8199.18,3.0,3.0,2733.06,0.75,1.0,1.3333333333333333,2.0,0.5,1.25,previous_period
2025-09-05,12,6,7,1,5,4,2,30,37,0.0,0.0,0.0,,0.5,1.1666666666666667,0.14285714285714285,0.4166666666666667,0.16666666666666666,4.0,previous_period
2025-09-06,7,5,1,7,6,4,0,23,30,7597.74,5.0,5.0,1519.548,0.7142857142857143,0.2,7.0,0.8571428571428571,0.0,0.5714285714285714,previous_period
2025-09-07,6,6,2,2,6,3,0,19,25,7884.620000000001,2.0,2.0,3942.3100000000004,1.0,0.3333333333333333,1.0,1.0,0.0,1.5,previous_period
2025-09-08,10,9,2,4,5,3,3,22,36,8128.96,3.0,3.0,2709.653333333333,0.9,0.2222222222222222,2.0,0.5,0.3,0.75,previous_period
2025-09-09,9,8,1,4,3,4,4,28,33,1220.48,1.0,1.0,1220.48,0.8888888888888888,0.125,4.0,0.3333333333333333,0.4444444444444444,1.0,previous_period
2025-09-10,6,5,1,4,2,3,3,23,24,8904.25,3.0,3.0,2968.0833333333335,0.8333333333333334,0.2,4.0,0.3333333333333333,0.5,0.75,previous_period
2025-09-11,9,8,5,2,7,4,4,23,39,17356.93,6.0,6.0,2892.8216666666667,0.8888888888888888,0.625,0.4,0.7777777777777778,0.4444444444444444,2.0,previous_period
2025-09-12,12,9,6,2,6,1,2,23,38,7605.41,4.0,4.0,1901.3525,0.75,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.5,previous_period
2025-09-13,7,7,4,6,4,1,2,19,31,6873.78,3.0,3.0,2291.2599999999998,1.0,0.5714285714285714,1.5,0.5714285714285714,0.2857142857142857,0.16666666666666666,previous_period
2025-09-14,8,4,5,2,3,3,5,25,30,2678.09,1.0,1.0,2678.09,0.5,1.25,0.4,0.375,0.625,1.5,previous_period
2025-09-15,6,4,2,5,3,1,3,14,24,15596.960000000001,4.0,4.0,3899.2400000000002,0.6666666666666666,0.5,2.5,0.5,0.5,0.2,previous_period
2025-09-16,8,10,5,8,6,7,3,31,47,13501.9,4.0,4.0,3375.475,1.25,0.5,1.6,0.75,0.375,0.875,previous_period
2025-09-17,7,5,5,2,5,5,3,26,32,15808.52,6.0,6.0,2634.7533333333336,0.7142857142857143,1.0,0.4,0.7142857142857143,0.42857142857142855,2.5,previous_period
2025-09-18,9,6,2,4,4,3,3,22,31,7449.6900000000005,4.0,4.0,1862.4225000000001,0.6666666666666666,0.3333333333333333,2.0,0.4444444444444444,0.3333333333333333,0.75,previous_period
2025-09-19,12,7,4,5,4,2,3,23,37,9900.02,4.0,4.0,2475.005,0.5833333333333334,0.5714285714285714,1.25,0.3333333333333333,0.25,0.4,previous_period
2025-09-20,8,7,6,4,5,3,2,26,35,5967.200000000001,3.0,3.0,1989.0666666666668,0.875,0.8571428571428571,0.6666666666666666,0.625,0.25,0.75,previous_period
2025-09-21,7,4,2,5,2,5,2,24,27,11441.08,4.0,4.0,2860.27,0.5714285714285714,0.5,2.5,0.2857142857142857,0.2857142857142857,1.0,previous_period
2025-09-22,11,7,8,6,5,5,5,23,47,5282.05,3.0,3.0,1760.6833333333334,0.6363636363636364,1.1428571428571428,0.75,0.45454545454545453,0.45454545454545453,0.8333333333333334,previous_period
2025-09-23,3,2,4,0,4,1,1,15,15,1390.74,1.0,1.0,1390.74,0.6666666666666666,2.0,0.0,1.3333333333333333,0.3333333333333333,,previous_period
2025-09-24,11,8,4,4,5,2,4,30,38,10183.119999999999,3.0,3.0,3394.373333333333,0.7272727272727273,0.5,1.0,0.45454545454545453,0.36363636363636365,0.5,previous_period
2025-09-25,7,4,2,3,2,4,1,18,23,6908.13,2.0,2.0,3454.065,0.5714285714285714,0.5,1.5,0.2857142857142857,0.14285714285714285,1.3333333333333333,previous_period
2025-09-26,10,10,5,5,9,2,4,26,45,15953.050000000001,7.0,7.0,2279.007142857143,1.0,0.5,1.0,0.9,0.4,0.4,previous_period
2025-09-27,9,5,4,5,3,5,2,26,33,11767.24,4.0,4.0,2941.81,0.5555555555555556,0.8,1.25,0.3333333333333333,0.2222222222222222,1.0,previous_period
2025-09-28,7,6,4,3,3,0,5,25,28,10066.36,5.0,5.0,2013.2720000000002,0.8571428571428571,0.6666666666666666,0.75,0.42857142857142855,0.7142857142857143,0.0,previous_period
2025-10-01,13,12,5,4,9,5,1,33,49,8545.56,4.0,4.0,2136.39,0.9230769230769231,0.4166666666666667,0.8,0.6923076923076923,0.07692307692307693,1.25,previous_period
2025-10-02,10,6,3,0,6,2,4,23,31,732.39,1.0,1.0,732.39,0.6,0.5,0.0,0.6,0.4,,previous_period
2025-10-03,7,7,5,12,5,3,2,32,41,8142.17,2.0,2.0,4071.085,1.0,0.7142857142857143,2.4,0.7142857142857143,0.2857142857142857,0.25,previous_period
2025-10-04,9,6,5,2,3,1,1,22,27,6146.04,2.0,2.0,3073.02,0.6666666666666666,0.8333333333333334,0.4,0.3333333333333333,0.1111111111111111,0.5,previous_period
2025-10-05,9,5,6,4,8,2,3,25,37,15641.7,5.0,5.0,3128.34,0.5555555555555556,1.2,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.5,previous_period
2025-10-06,12,9,6,5,7,4,5,32,48,7458.64,3.0,3.0,2486.2133333333336,0.75,0.6666666666666666,0.8333333333333334,0.5833333333333334,0.4166666666666667,0.8,previous_period
2025-10-07,7,3,5,4,2,5,6,27,32,0.0,0.0,0.0,,0.42857142857142855,1.6666666666666667,0.8,0.2857142857142857,0.8571428571428571,1.25,previous_period
2025-10-08,6,3,2,3,3,1,3,14,21,10465.51,4.0,4.0,2616.3775,0.5,0.6666666666666666,1.5,0.5,0.5,0.3333333333333333,previous_period
2025-10-09,13,15,5,5,8,4,2,26,52,10924.649999999998,3.0,3.0,3641.5499999999993,1.1538461538461537,0.3333333333333333,1.0,0.6153846153846154,0.15384615384615385,0.8,previous_period
2025-10-10,9,5,4,3,1,3,2,22,27,13273.59,4.0,4.0,3318.3975,0.5555555555555556,0.8,0.75,0.1111111111111111,0.2222222222222222,1.0,previous_period
2025-10-11,6,5,1,3,3,1,1,10,20,6062.99,2.0,2.0,3031.495,0.8333333333333334,0.2,3.0,0.5,0.16666666666666666,0.3333333333333333,previous_period
2025-10-12,5,2,4,2,2,0,4,15,19,7242.46,3.0,3.0,2414.153333333333,0.4,2.0,0.5,0.4,0.8,0.0,previous_period
2025-10-13,10,9,3,1,5,3,3,21,34,21323.08,7.0,7.0,3046.154285714286,0.9,0.3333333333333333,0.3333333333333333,0.5,0.3,3.0,previous_period
2025-10-14,15,6,6,3,5,0,5,29,40,14611.62,5.0,5.0,2922.324,0.4,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,previous_period
2025-10-15,12,9,2,6,6,4,1,27,40,2912.73,3.0,3.0,970.91,0.75,0.2222222222222222,3.0,0.5,0.08333333333333333,0.6666666666666666,previous_period
2025-10-16,9,9,4,3,5,1,2,26,33,5902.48,2.0,2.0,2951.24,1.0,0.4444444444444444,0.75,0.5555555555555556,0.2222222222222222,0.3333333333333333,previous_period
2025-10-17,5,3,4,3,2,3,5,25,25,5790.64,2.0,2.0,2895.32,0.6,1.3333333333333333,0.75,0.4,1.0,1.0,previous_period
2025-10-18,8,7,6,4,6,5,3,28,39,12584.699999999999,6.0,6.0,2097.45,0.875,0.8571428571428571,0.6666666666666666,0.75,0.375,1.25,previous_period
2025-10-19,11,9,5,5,7,6,4,32,47,7087.33,2.0,2.0,3543.665,0.8181818181818182,0.5555555555555556,1.0,0.6363636363636364,0.36363636363636365,1.2,previous_period
2025-10-20,7,6,8,3,5,2,4,24,35,6162.280000000001,2.0,2.0,3081.1400000000003,0.8571428571428571,1.3333333333333333,0.375,0.7142857142857143,0.5714285714285714,0.6666666666666666,previous_period
2025-10-21,10,5,3,2,5,1,3,23,29,9712.96,3.0,3.0,3237.653333333333,0.5,0.6,0.6666666666666666,0.5,0.3,0.5,previous_period
2025-10-22,10,7,3,3,3,2,1,19,29,5781.1,3.0,3.0,1927.0333333333335,0.7,0.42857142857142855,1.0,0.3,0.1,0.6666666666666666,previous_period
2025-10-23,6,5,1,3,4,6,3,17,28,4601.73,3.0,3.0,1533.9099999999999,0.8333333333333334,0.2,3.0,0.6666666666666666,0.5,2.0,previous_period
2025-10-24,6,6,3,4,5,3,3,24,30,11785.8,3.0,3.0,3928.6,1.0,0.5,1.3333333333333333,0.8333333333333334,0.5,0.75,previous_period
2025-10-25,12,6,6,5,7,3,4,20,43,19839.12,6.0,6.0,3306.52,0.5,1.0,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.6,previous_period
2025-10-26,15,9,9,5,9,4,6,29,57,3175.31,1.0,1.0,3175.31,0.6,1.0,0.5555555555555556,0.6,0.4,0.8,previous_period
2025-10-27,10,6,4,3,3,1,4,24,31,24120.38,7.0,7.0,3445.7685714285717,0.6,0.6666666666666666,0.75,0.3,0.4,0.3333333333333333,previous_period
2025-10-28,5,6,6,3,6,2,1,19,29,2629.44,2.0,2.0,1314.72,1.2,1.0,0.5,1.2,0.2,0.6666666666666666,previous_period
2025-11-01,8,8,2,1,2,1,3,18,25,3901.8900000000003,2.0,2.0,1950.9450000000002,1.0,0.25,0.5,0.25,0.375,1.0,previous_period
2025-11-02,14,11,7,3,5,0,1,28,41,6732.96,2.0,2.0,3366.48,0.7857142857142857,0.6363636363636364,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.0,previous_period
2025-11-03,12,6,5,5,4,3,3,31,38,0.0,0.0,0.0,,0.5,0.8333333333333334,1.0,0.3333333333333333,0.25,0.6,previous_period
2025-11-04,8,5,3,5,4,4,2,22,31,6151.1,2.0,2.0,3075.55,0.625,0.6,1.6666666666666667,0.5,0.25,0.8,previous_period
2025-11-05,4,6,2,8,5,1,4,23,30,12009.97,6.0,6.0,2001.6616666666666,1.5,0.3333333333333333,4.0,1.25,1.0,0.125,previous_period
2025-11-06,10,7,2,4,4,3,2,23,32,14504.86,5.0,5.0,2900.972,0.7,0.2857142857142857,2.0,0.4,0.2,0.75,previous_period
2025-11-07,12,11,7,4,7,4,6,26,51,8300.86,3.0,3.0,2766.9533333333334,0.9166666666666666,0.6363636363636364,0.5714285714285714,0.5833333333333334,0.5,1.0,previous_period
2025-11-08,7,6,6,3,6,2,4,18,34,6237.88,3.0,3.0,2079.2933333333335,0.8571428571428571,1.0,0.5,0.8571428571428571,0.5714285714285714,0.6666666666666666,previous_period
2025-11-09,6,5,4,4,4,1,3,15,27,5217.74,3.0,3.0,1739.2466666666667,0.8333333333333334,0.8,1.0,0.6666666666666666,0.5,0.25,previous_period
2025-11-10,7,2,4,4,6,5,1,18,29,9426.4,3.0,3.0,3142.133333333333,0.2857142857142857,2.0,1.0,0.8571428571428571,0.14285714285714285,1.25,previous_period
2025-11-11,13,5,6,2,3,7,3,24,39,12920.18,5.0,5.0,2584.036,0.38461538461538464,1.2,0.3333333333333333,0.23076923076923078,0.23076923076923078,3.5,previous_period
2025-11-12,12,7,6,3,6,7,4,27,45,399.94,1.0,1.0,399.94,0.5833333333333334,0.8571428571428571,0.5,0.5,0.3333333333333333,2.3333333333333335,previous_period
2025-11-13,4,2,1,4,1,2,5,18,19,3999.08,1.0,1.0,3999.08,0.5,0.5,4.0,0.25,1.25,0.5,previous_period
2025-11-14,8,5,5,6,1,6,3,27,34,5882.13,2.0,2.0,2941.065,0.625,1.0,1.2,0.125,0.375,1.0,previous_period
2025-11-15,6,5,3,4,4,2,2,21,26,4649.23,4.0,4.0,1162.3075,0.8333333333333334,0.6,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,previous_period
2025-11-16,8,5,5,3,4,4,1,20,30,0.0,0.0,0.0,,0.625,1.0,0.6,0.5,0.125,1.3333333333333333,previous_period
2025-11-17,6,9,6,4,3,4,2,28,34,6086.33,3.0,3.0,2028.7766666666666,1.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,1.0,previous_period
2025-11-18,10,8,2,7,5,6,3,33,41,8760.220000000001,2.0,2.0,4380.110000000001,0.8,0.25,3.5,0.5,0.3,0.8571428571428571,previous_period
2025-11-19,8,5,6,7,8,4,3,22,41,8716.84,5.0,5.0,1743.368,0.625,1.2,1.1666666666666667,1.0,0.375,0.5714285714285714,previous_period
2025-11-20,6,3,3,2,2,1,4,15,21,7901.2699999999995,4.0,4.0,1975.3174999999999,0.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,previous_period
2025-11-21,8,6,9,6,5,1,6,27,41,4721.51,1.0,1.0,4721.51,0.75,1.5,0.6666666666666666,0.625,0.75,0.16666666666666666,previous_period
2025-11-22,6,6,2,5,3,5,4,24,31,5759.84,2.0,2.0,2879.92,1.0,0.3333333333333333,2.5,0.5,0.6666666666666666,1.0,previous_period
2025-11-23,5,6,1,2,3,3,1,15,21,6852.67,3.0,3.0,2284.2233333333334,1.2,0.16666666666666666,2.0,0.6,0.2,1.5,previous_period
2025-11-24,9,9,4,4,5,5,5,26,41,10465.960000000001,4.0,4.0,2616.4900000000002,1.0,0.4444444444444444,1.0,0.5555555555555556,0.5555555555555556,1.25,previous_period
2025-11-25,1,3,2,1,3,4,1,13,15,1280.38,1.0,1.0,1280.38,3.0,0.6666666666666666,0.5,3.0,1.0,4.0,previous_period
2025-11-26,3,3,1,4,4,4,1,13,20,1768.94,1.0,1.0,1768.94,1.0,0.3333333333333333,4.0,1.3333333333333333,0.3333333333333333,1.0,previous_period
2025-11-27,10,4,5,7,5,3,3,24,37,4211.63,2.0,2.0,2105.815,0.4,1.25,1.4,0.5,0.3,0.42857142857142855,previous_period
2025-11-28,7,6,3,5,4,3,1,17,29,14370.62,6.0,6.0,2395.1033333333335,0.8571428571428571,0.5,1.6666666666666667,0.5714285714285714,0.14285714285714285,0.6,previous_period
2025-12-01,11,7,4,4,9,0,1,27,36,8836.41,2.0,2.0,4418.205,0.6363636363636364,0.5714285714285714,1.0,0.8181818181818182,0.09090909090909091,0.0,previous_period
2025-12-02,9,4,4,1,5,2,3,24,28,9631.59,5.0,5.0,1926.318,0.4444444444444444,1.0,0.25,0.5555555555555556,0.3333333333333333,2.0,previous_period
2025-12-03,14,11,5,6,8,6,3,26,53,5283.83,2.0,2.0,2641.915,0.7857142857142857,0.45454545454545453,1.2,0.5714285714285714,0.21428571428571427,1.0,previous_period
2025-12-04,5,1,3,7,2,0,5,22,23,3033.77,2.0,2.0,1516.885,0.2,3.0,2.3333333333333335,0.4,1.0,0.0,previous_period
2025-12-05,10,11,7,3,7,1,2,25,41,8177.17,3.0,3.0,2725.7233333333334,1.1,0.6363636363636364,0.42857142857142855,0.7,0.2,0.3333333333333333,previous_period
2025-12-06,9,10,1,4,4,3,3,27,34,4436.62,2.0,2.0,2218.31,1.1111111111111112,0.1,4.0,0.4444444444444444,0.3333333333333333,0.75,previous_period
2025-12-07,9,7,2,1,5,1,1,17,26,10315.24,5.0,5.0,2063.048,0.7777777777777778,0.2857142857142857,0.5,0.5555555555555556,0.1111111111111111,1.0,previous_period
2025-12-08,7,2,7,3,2,2,4,23,27,14469.869999999999,5.0,5.0,2893.9739999999997,0.2857142857142857,3.5,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.6666666666666666,previous_period
2025-12-09,4,5,1,2,5,6,3,21,26,2479.52,2.0,2.0,1239.76,1.25,0.2,2.0,1.25,0.75,3.0,previous_period
2025-12-10,8,4,5,2,2,3,2,25,26,4902.32,2.0,2.0,2451.16,0.5,1.25,0.4,0.25,0.25,1.5,previous_period
2025-12-11,10,5,5,3,7,1,4,23,35,6296.780000000001,3.0,3.0,2098.9266666666667,0.5,1.0,0.6,0.7,0.4,0.3333333333333333,previous_period
2025-12-12,11,9,3,4,8,4,1,21,40,9420.3,3.0,3.0,3140.1,0.8181818181818182,0.3333333333333333,1.3333333333333333,0.7272727272727273,0.09090909090909091,1.0,previous_period
2025-12-13,11,3,6,6,3,2,4,31,35,7722.530000000001,3.0,3.0,2574.1766666666667,0.2727272727272727,2.0,1.0,0.2727272727272727,0.36363636363636365,0.3333333333333333,previous_period
2025-12-14,8,3,2,4,9,2,1,20,29,5340.25,3.0,3.0,1780.0833333333333,0.375,0.6666666666666666,2.0,1.125,0.125,0.5,previous_period
2025-12-15,5,9,4,7,5,5,5,32,40,20942.15,8.0,8.0,2617.76875,1.8,0.4444444444444444,1.75,1.0,1.0,0.7142857142857143,previous_period
2025-12-16,5,7,4,6,3,2,4,24,31,7471.88,3.0,3.0,2490.6266666666666,1.4,0.5714285714285714,1.5,0.6,0.8,0.3333333333333333,previous_period
