city,ym,cart,favorite,impression,order_behavior,payment,review,share,click,gmv,order_count,item_count,ctr,cvr,payment_rate,favorite_rate,review_rate,share_rate,arpu
武汉,2026-07,18,20,24,13,10,13,6,0,40221.81,15,35,0.75,0.7222222222222222,0.7692307692307693,0.8333333333333334,1.3,0.25,2681.4539999999997
武汉,2026-08,13,11,19,10,8,9,4,0,61905.99,20,49,0.6842105263157895,0.7692307692307693,0.8,0.5789473684210527,1.125,0.21052631578947367,3095.2995
武汉,2026-09,15,14,16,13,10,5,10,0,53067.95,22,57,0.9375,0.8666666666666667,0.7692307692307693,0.875,0.5,0.625,2412.1795454545454
武汉,2026-10,13,13,17,10,7,9,8,0,44746.37,19,46,0.7647058823529411,0.7692307692307693,0.7,0.7647058823529411,1.2857142857142858,0.47058823529411764,2355.072105263158
武汉,2026-11,19,15,25,11,4,7,8,0,48138.61,18,40,0.76,0.5789473684210527,0.36363636363636365,0.6,1.75,0.32,2674.367222222222
武汉,2026-12,16,14,21,11,12,7,5,0,24740.18,16,43,0.7619047619047619,0.6875,1.0909090909090908,0.6666666666666666,0.5833333333333334,0.23809523809523808,1546.26125
深圳,2025-01,23,12,29,12,8,6,7,0,49632.37,22,51,0.7931034482758621,0.5217391304347826,0.6666666666666666,0.41379310344827586,0.75,0.2413793103448276,2256.0168181818185
深圳,2025-02,16,11,23,8,11,8,8,0,40815.47,17,40,0.6956521739130435,0.5,1.375,0.4782608695652174,0.7272727272727273,0.34782608695652173,2400.91
深圳,2025-03,27,29,29,21,25,12,10,0,50583.23,18,47,0.9310344827586207,0.7777777777777778,1.1904761904761905,1.0,0.48,0.3448275862068966,2810.1794444444445
深圳,2025-04,15,16,21,9,9,9,8,0,57780.79,19,44,0.7142857142857143,0.6,1.0,0.7619047619047619,1.0,0.38095238095238093,3041.0942105263157
深圳,2025-05,16,16,21,8,6,4,9,0,53879.19,16,40,0.7619047619047619,0.5,0.75,0.7619047619047619,0.6666666666666666,0.42857142857142855,3367.449375
深圳,2025-06,25,16,28,19,10,8,7,0,51742.09,22,54,0.8928571428571429,0.76,0.5263157894736842,0.5714285714285714,0.8,0.25,2351.913181818182
深圳,2025-07,21,18,33,14,10,5,7,0,55647.57,24,61,0.6363636363636364,0.6666666666666666,0.7142857142857143,0.5454545454545454,0.5,0.21212121212121213,2318.64875
深圳,2025-08,6,14,29,7,5,16,6,0,61960.31,24,57,0.20689655172413793,1.1666666666666667,0.7142857142857143,0.4827586206896552,3.2,0.20689655172413793,2581.679583333333
深圳,2025-09,24,19,33,13,12,10,6,0,56050.14,20,49,0.7272727272727273,0.5416666666666666,0.9230769230769231,0.5757575757575758,0.8333333333333334,0.18181818181818182,2802.507
深圳,2025-10,23,15,38,18,13,7,8,0,64591.159999999996,25,62,0.6052631578947368,0.782608695652174,0.7222222222222222,0.39473684210526316,0.5384615384615384,0.21052631578947367,2583.6463999999996
深圳,2025-11,16,14,26,10,12,9,8,0,49426.88,16,43,0.6153846153846154,0.625,1.2,0.5384615384615384,0.75,0.3076923076923077,3089.18
深圳,2025-12,26,23,33,13,13,19,9,0,45302.3,19,47,0.7878787878787878,0.5,1.0,0.696969696969697,1.4615384615384615,0.2727272727272727,2384.3315789473686
深圳,2026-01,12,8,16,13,13,5,7,0,46677.89,16,39,0.75,1.0833333333333333,1.0,0.5,0.38461538461538464,0.4375,2917.368125
深圳,2026-02,18,24,28,14,12,8,7,0,39873.73,15,39,0.6428571428571429,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.25,2658.248666666667
深圳,2026-03,10,18,27,16,12,14,14,0,41624.93,15,42,0.37037037037037035,1.6,0.75,0.6666666666666666,1.1666666666666667,0.5185185185185185,2774.9953333333333
深圳,2026-04,19,5,17,11,7,7,11,0,47132.96,20,50,1.1176470588235294,0.5789473684210527,0.6363636363636364,0.29411764705882354,1.0,0.6470588235294118,2356.648
深圳,2026-05,19,15,27,9,14,15,6,0,27196.07,10,25,0.7037037037037037,0.47368421052631576,1.5555555555555556,0.5555555555555556,1.0714285714285714,0.2222222222222222,2719.607
深圳,2026-06,17,8,29,9,14,7,12,0,40110.28,19,47,0.5862068965517241,0.5294117647058824,1.5555555555555556,0.27586206896551724,0.5,0.41379310344827586,2111.0673684210524
深圳,2026-07,13,14,21,10,9,11,10,0,55138.63,20,54,0.6190476190476191,0.7692307692307693,0.9,0.6666666666666666,1.2222222222222223,0.47619047619047616,2756.9314999999997
深圳,2026-08,21,18,29,19,13,12,8,0,34298.229999999996,15,39,0.7241379310344828,0.9047619047619048,0.6842105263157895,0.6206896551724138,0.9230769230769231,0.27586206896551724,2286.5486666666666
深圳,2026-09,16,16,26,15,9,13,6,0,65874.29,27,73,0.6153846153846154,0.9375,0.6,0.6153846153846154,1.4444444444444444,0.23076923076923078,2439.7885185185182
深圳,2026-10,13,13,20,11,7,6,6,0,37794.53,13,34,0.65,0.8461538461538461,0.6363636363636364,0.65,0.8571428571428571,0.3,2907.2715384615385
深圳,2026-11,15,17,30,17,17,11,3,0,39743.39,18,45,0.5,1.1333333333333333,1.0,0.5666666666666667,0.6470588235294118,0.1,2207.966111111111
深圳,2026-12,19,15,29,9,8,13,8,0,71439.95,25,61,0.6551724137931034,0.47368421052631576,0.8888888888888888,0.5172413793103449,1.625,0.27586206896551724,2857.598
西安,2025-01,16,16,23,15,10,11,6,0,48826.44,19,50,0.6956521739130435,0.9375,0.6666666666666666,0.6956521739130435,1.1,0.2608695652173913,2569.8126315789473
西安,2025-02,20,19,22,11,10,9,3,0,51119.57,20,51,0.9090909090909091,0.55,0.9090909090909091,0.8636363636363636,0.9,0.13636363636363635,2555.9785
西安,2025-03,24,16,25,18,16,10,13,0,26874.5,17,46,0.96,0.75,0.8888888888888888,0.64,0.625,0.52,1580.8529411764705
西安,2025-04,21,12,24,11,8,10,8,0,37985.57,13,32,0.875,0.5238095238095238,0.7272727272727273,0.5,1.25,0.3333333333333333,2921.966923076923
西安,2025-05,22,16,22,19,14,12,14,0,41569.38,20,55,1.0,0.8636363636363636,0.7368421052631579,0.7272727272727273,0.8571428571428571,0.6363636363636364,2078.469
西安,2025-06,17,11,20,10,8,13,9,0,23735.89,10,28,0.85,0.5882352941176471,0.8,0.55,1.625,0.45,2373.589
西安,2025-07,15,15,26,13,17,10,9,0,25758.01,11,29,0.5769230769230769,0.8666666666666667,1.3076923076923077,0.5769230769230769,0.5882352941176471,0.34615384615384615,2341.6372727272724
西安,2025-08,15,16,16,12,12,9,5,0,48327.05,17,40,0.9375,0.8,1.0,1.0,0.75,0.3125,2842.7676470588235
西安,2025-09,19,14,19,10,14,14,9,0,23782.7,14,33,1.0,0.5263157894736842,1.4,0.7368421052631579,1.0,0.47368421052631576,1698.7642857142857
西安,2025-10,18,11,26,13,9,9,11,0,46830.74,16,39,0.6923076923076923,0.7222222222222222,0.6923076923076923,0.4230769230769231,1.0,0.4230769230769231,2926.92125
西安,2025-11,19,14,27,19,12,6,8,0,37337.86,17,42,0.7037037037037037,1.0,0.631578947368421,0.5185185185185185,0.5,0.2962962962962963,2196.344705882353
西安,2025-12,16,12,24,11,15,7,15,0,63420.26,25,68,0.6666666666666666,0.6875,1.3636363636363635,0.5,0.4666666666666667,0.625,2536.8104000000003
西安,2026-01,17,15,25,11,13,7,9,0,51168.94,20,53,0.68,0.6470588235294118,1.1818181818181819,0.6,0.5384615384615384,0.36,2558.447
西安,2026-02,13,11,27,10,9,6,8,0,21874.52,12,27,0.48148148148148145,0.7692307692307693,0.9,0.4074074074074074,0.6666666666666666,0.2962962962962963,1822.8766666666668
西安,2026-03,12,7,22,3,4,9,5,0,34648.67,17,43,0.5454545454545454,0.25,1.3333333333333333,0.3181818181818182,2.25,0.22727272727272727,2038.1570588235293
西安,2026-04,14,16,13,14,7,11,9,0,61204.88,29,72,1.0769230769230769,1.0,0.5,1.2307692307692308,1.5714285714285714,0.6923076923076923,2110.5131034482756
西安,2026-05,16,11,19,11,6,7,4,0,53589.36,18,45,0.8421052631578947,0.6875,0.5454545454545454,0.5789473684210527,1.1666666666666667,0.21052631578947367,2977.1866666666665
西安,2026-06,17,7,18,7,12,13,5,0,46213.39,18,46,0.9444444444444444,0.4117647058823529,1.7142857142857142,0.3888888888888889,1.0833333333333333,0.2777777777777778,2567.4105555555557
西安,2026-07,13,15,15,6,12,6,6,0,65430.62,25,57,0.8666666666666667,0.46153846153846156,2.0,1.0,0.5,0.4,2617.2248
西安,2026-08,14,14,20,13,10,8,4,0,48760.47,17,44,0.7,0.9285714285714286,0.7692307692307693,0.7,0.8,0.2,2868.2629411764706
西安,2026-09,13,18,11,6,9,7,4,0,30883.33,17,40,1.1818181818181819,0.46153846153846156,1.5,1.6363636363636365,0.7777777777777778,0.36363636363636365,1816.6664705882354
西安,2026-10,21,12,24,16,8,9,17,0,36556.52,13,33,0.875,0.7619047619047619,0.5,0.5,1.125,0.7083333333333334,2812.04
西安,2026-11,16,8,20,11,10,11,10,0,30652.84,13,35,0.8,0.6875,0.9090909090909091,0.4,1.1,0.5,2357.9107692307693
西安,2026-12,23,12,25,11,11,6,10,0,69804.19,26,68,0.92,0.4782608695652174,1.0,0.48,0.5454545454545454,0.4,2684.7765384615386
重庆,2025-01,23,21,23,16,10,10,10,0,79820.79,28,73,1.0,0.6956521739130435,0.625,0.9130434782608695,1.0,0.43478260869565216,2850.7425
重庆,2025-02,12,18,25,11,5,7,6,0,44598.74,18,44,0.48,0.9166666666666666,0.45454545454545453,0.72,1.4,0.24,2477.7077777777777
重庆,2025-03,19,17,31,11,10,12,13,0,79767.32,25,62,0.6129032258064516,0.5789473684210527,0.9090909090909091,0.5483870967741935,1.2,0.41935483870967744,3190.6928000000003
重庆,2025-04,23,19,29,12,9,4,5,0,37258.8,18,42,0.7931034482758621,0.5217391304347826,0.75,0.6551724137931034,0.4444444444444444,0.1724137931034483,2069.9333333333334
重庆,2025-05,20,16,28,14,7,6,5,0,56544.07,22,59,0.7142857142857143,0.7,0.5,0.5714285714285714,0.8571428571428571,0.17857142857142858,2570.185
重庆,2025-06,24,16,31,12,14,8,3,0,50893.409999999996,21,55,0.7741935483870968,0.5,1.1666666666666667,0.5161290322580645,0.5714285714285714,0.0967741935483871,2423.4957142857143
重庆,2025-07,13,19,28,12,11,5,11,0,28955.49,15,37,0.4642857142857143,0.9230769230769231,0.9166666666666666,0.6785714285714286,0.45454545454545453,0.39285714285714285,1930.3660000000002
重庆,2025-08,16,9,33,11,7,4,7,0,53888.28,23,54,0.48484848484848486,0.6875,0.6363636363636364,0.2727272727272727,0.5714285714285714,0.21212121212121213,2342.9686956521737
重庆,2025-09,19,13,26,11,9,8,6,0,52733.159999999996,16,38,0.7307692307692307,0.5789473684210527,0.8181818181818182,0.5,0.8888888888888888,0.23076923076923078,3295.8224999999998
重庆,2025-10,24,22,39,18,18,12,11,0,47558.46,22,53,0.6153846153846154,0.75,1.0,0.5641025641025641,0.6666666666666666,0.28205128205128205,2161.748181818182
重庆,2025-11,21,11,25,14,13,11,8,0,32320.66,13,31,0.84,0.6666666666666666,0.9285714285714286,0.44,0.8461538461538461,0.32,2486.2046153846154
重庆,2025-12,20,16,24,12,20,7,12,0,49198.35,23,58,0.8333333333333334,0.6,1.6666666666666667,0.6666666666666666,0.35,0.5,2139.058695652174
重庆,2026-01,25,11,30,11,5,3,2,0,74435.55,24,60,0.8333333333333334,0.44,0.45454545454545453,0.36666666666666664,0.6,0.06666666666666667,3101.4812500000003
重庆,2026-02,20,15,30,16,15,8,3,0,57655.5,26,62,0.6666666666666666,0.8,0.9375,0.5,0.5333333333333333,0.1,2217.519230769231
重庆,2026-03,22,7,32,12,14,8,5,0,63886.92,28,68,0.6875,0.5454545454545454,1.1666666666666667,0.21875,0.5714285714285714,0.15625,2281.675714285714
重庆,2026-04,20,12,31,20,11,9,7,0,57977.8,21,52,0.6451612903225806,1.0,0.55,0.3870967741935484,0.8181818181818182,0.22580645161290322,2760.847619047619
重庆,2026-05,20,15,29,14,13,8,7,0,38194.659999999996,16,43,0.6896551724137931,0.7,0.9285714285714286,0.5172413793103449,0.6153846153846154,0.2413793103448276,2387.1662499999998
重庆,2026-06,27,16,26,15,11,9,12,0,83405.77,29,73,1.0384615384615385,0.5555555555555556,0.7333333333333333,0.6153846153846154,0.8181818181818182,0.46153846153846156,2876.0610344827587
重庆,2026-07,23,17,37,10,10,10,14,0,60826.35,23,58,0.6216216216216216,0.43478260869565216,1.0,0.4594594594594595,1.0,0.3783783783783784,2644.6239130434783
重庆,2026-08,20,17,32,15,12,13,7,0,67511.08,27,69,0.625,0.75,0.8,0.53125,1.0833333333333333,0.21875,2500.4103703703704
重庆,2026-09,29,17,27,16,14,14,12,0,52218.59,18,45,1.0740740740740742,0.5517241379310345,0.875,0.6296296296296297,1.0,0.4444444444444444,2901.0327777777775
重庆,2026-10,25,17,27,12,12,12,8,0,60027.69,25,63,0.9259259259259259,0.48,1.0,0.6296296296296297,1.0,0.2962962962962963,2401.1076000000003
重庆,2026-11,33,22,32,16,16,7,7,0,72968.95,26,62,1.03125,0.48484848484848486,1.0,0.6875,0.4375,0.21875,2806.498076923077
重庆,2026-12,15,15,22,13,9,10,7,0,63007.71,22,55,0.6818181818181818,0.8666666666666667,0.6923076923076923,0.6818181818181818,1.1111111111111112,0.3181818181818182,2863.9868181818183
