global_product_id,platform_product_id,platform,product_name,category,subcategory,price,brand,stock_status,tags
P-DOUYIN-689550,douyin_1807575,douyin,华为 服装鞋帽 98,食品饮料,其他,2467.81,Apple,有货,
P-DOUYIN-690978,douyin_8410958,douyin,小米 美妆个护 33,图书文具,其他,4979.75,小米,有货,
P-DOUYIN-691359,douyin_7885462,douyin,耐克 美妆个护 2,运动户外,其他,3943.25,耐克,有货,
P-DOUYIN-692778,douyin_5591219,douyin,华为 电子产品 42,图书文具,其他,1158.34,华为,有货,
P-DOUYIN-692929,douyin_2924730,douyin,小米 服装鞋帽 65,电子产品,其他,4199.05,耐克,有货,
P-DOUYIN-693308,douyin_9688669,douyin,三星 图书文具 32,运动户外,其他,90.45,优衣库,有货,
P-DOUYIN-694179,douyin_9464518,douyin,三星 服装鞋帽 28,运动户外,其他,4843.97,三星,有货,
P-DOUYIN-696100,douyin_9420216,douyin,海尔 电子产品 71,食品饮料,其他,3159.23,优衣库,有货,
P-DOUYIN-696213,douyin_9526763,douyin,优衣库 美妆个护 25,运动户外,其他,2721.32,三星,有货,
P-DOUYIN-697541,douyin_2998631,douyin,三星 美妆个护 35,电子产品,其他,4811.98,小米,有货,
P-DOUYIN-698024,douyin_1601273,douyin,Apple 母婴用品 15,图书文具,其他,855.54,华为,有货,
P-DOUYIN-699321,douyin_9651879,douyin,小米 母婴用品 32,服装鞋帽,其他,1327.69,三星,有货,
P-DOUYIN-699640,douyin_1929146,douyin,小米 运动户外 91,美妆个护,其他,2911.94,优衣库,有货,
P-DOUYIN-699725,douyin_4008290,douyin,优衣库 图书文具 48,服装鞋帽,其他,4547.61,海尔,有货,
P-DOUYIN-700164,douyin_8819387,douyin,华为 图书文具 34,食品饮料,其他,158.95,耐克,有货,
P-DOUYIN-700501,douyin_4804978,douyin,小米 运动户外 75,母婴用品,其他,3512.47,三星,有货,
P-DOUYIN-701750,douyin_1080438,douyin,三星 图书文具 44,母婴用品,其他,2496.47,耐克,有货,
P-DOUYIN-701925,douyin_6285447,douyin,三星 母婴用品 46,家居用品,其他,4835.04,ZARA,有货,
P-DOUYIN-702531,douyin_1206485,douyin,Apple 图书文具 92,电子产品,其他,251.07,三星,有货,
P-DOUYIN-702714,douyin_4733128,douyin,小米 图书文具 70,运动户外,其他,4545.32,华为,有货,
P-DOUYIN-702853,douyin_9595623,douyin,阿迪达斯 食品饮料 31,美妆个护,其他,3529.77,华为,有货,
P-DOUYIN-703160,douyin_4120981,douyin,格力 电子产品 69,母婴用品,其他,3312.13,海尔,有货,
P-DOUYIN-703583,douyin_8111326,douyin,ZARA 母婴用品 58,美妆个护,其他,63.53,Apple,有货,
P-DOUYIN-704618,douyin_1675738,douyin,Apple 图书文具 43,美妆个护,其他,4401.71,三星,有货,
P-DOUYIN-704810,douyin_9805706,douyin,阿迪达斯 运动户外 85,图书文具,其他,4708.39,阿迪达斯,有货,
P-DOUYIN-704838,douyin_6579917,douyin,ZARA 图书文具 8,家居用品,其他,4337.85,华为,有货,
P-DOUYIN-705386,douyin_4987826,douyin,小米 服装鞋帽 83,家居用品,其他,2364.12,耐克,有货,
P-DOUYIN-706886,douyin_1316253,douyin,华为 母婴用品 81,服装鞋帽,其他,2672.12,海尔,有货,
P-DOUYIN-707781,douyin_2019355,douyin,耐克 家居用品 57,母婴用品,其他,3318.69,耐克,有货,
P-DOUYIN-708665,douyin_4638947,douyin,阿迪达斯 运动户外 51,家居用品,其他,4201.24,耐克,有货,
P-DOUYIN-713306,douyin_4054473,douyin,ZARA 母婴用品 11,服装鞋帽,其他,2242.68,耐克,有货,
P-DOUYIN-713997,douyin_7270171,douyin,华为 食品饮料 86,服装鞋帽,其他,66.22,格力,有货,
P-DOUYIN-714606,douyin_9539172,douyin,海尔 电子产品 73,服装鞋帽,其他,3419.55,格力,有货,
P-DOUYIN-715506,douyin_2626527,douyin,Apple 食品饮料 47,运动户外,其他,1891.64,阿迪达斯,有货,
P-DOUYIN-715644,douyin_5612454,douyin,华为 图书文具 55,母婴用品,其他,985.50,华为,有货,
P-DOUYIN-716664,douyin_3315537,douyin,格力 图书文具 46,服装鞋帽,其他,440.83,小米,有货,
P-DOUYIN-716820,douyin_4964890,douyin,小米 图书文具 25,运动户外,其他,102.30,海尔,有货,
P-DOUYIN-717445,douyin_4010542,douyin,小米 食品饮料 58,图书文具,其他,4141.35,Apple,有货,
P-DOUYIN-719005,douyin_2287984,douyin,海尔 服装鞋帽 87,图书文具,其他,3262.94,耐克,有货,
P-DOUYIN-719265,douyin_2924683,douyin,三星 母婴用品 25,家居用品,其他,4357.55,耐克,有货,
P-DOUYIN-720607,douyin_4435371,douyin,格力 图书文具 37,美妆个护,其他,312.96,优衣库,有货,
P-DOUYIN-720970,douyin_6102001,douyin,三星 运动户外 61,电子产品,其他,569.96,Apple,有货,
P-DOUYIN-721980,douyin_5651742,douyin,格力 母婴用品 19,食品饮料,其他,4751.19,Apple,有货,
P-DOUYIN-722055,douyin_9329297,douyin,ZARA 图书文具 67,母婴用品,其他,4373.45,耐克,有货,
P-DOUYIN-722199,douyin_2704139,douyin,华为 美妆个护 41,家居用品,其他,4986.21,ZARA,有货,
P-DOUYIN-723141,douyin_8726976,douyin,海尔 美妆个护 37,家居用品,其他,4021.41,华为,有货,
P-DOUYIN-724718,douyin_9433820,douyin,耐克 电子产品 77,美妆个护,其他,2159.94,海尔,有货,
P-DOUYIN-725653,douyin_5458365,douyin,格力 家居用品 6,运动户外,其他,2748.14,ZARA,有货,
P-DOUYIN-726535,douyin_5738297,douyin,优衣库 服装鞋帽 97,母婴用品,其他,4429.77,海尔,有货,
P-DOUYIN-727505,douyin_7392410,douyin,三星 食品饮料 37,食品饮料,其他,4306.03,华为,有货,
P-DOUYIN-729025,douyin_4476036,douyin,三星 图书文具 59,电子产品,其他,3370.97,Apple,有货,
P-DOUYIN-729822,douyin_2595606,douyin,耐克 美妆个护 49,母婴用品,其他,1422.49,优衣库,有货,
P-DOUYIN-731099,douyin_2024723,douyin,耐克 母婴用品 56,运动户外,其他,4091.91,优衣库,有货,
P-DOUYIN-732287,douyin_3393661,douyin,阿迪达斯 母婴用品 84,运动户外,其他,1779.45,华为,有货,
P-DOUYIN-732297,douyin_5514231,douyin,三星 家居用品 29,服装鞋帽,其他,1827.45,优衣库,有货,
P-DOUYIN-733298,douyin_3697584,douyin,三星 电子产品 24,家居用品,其他,3428.57,华为,有货,
P-DOUYIN-734270,douyin_9071618,douyin,小米 美妆个护 68,母婴用品,其他,3248.24,耐克,有货,
P-DOUYIN-734449,douyin_2071145,douyin,阿迪达斯 图书文具 75,美妆个护,其他,3412.54,三星,有货,
P-DOUYIN-734890,douyin_7667971,douyin,阿迪达斯 图书文具 42,母婴用品,其他,1335.56,格力,有货,
P-DOUYIN-735006,douyin_5067737,douyin,Apple 家居用品 85,美妆个护,其他,2065.43,华为,有货,
P-DOUYIN-735115,douyin_2806583,douyin,华为 电子产品 2,家居用品,其他,3987.08,华为,有货,
P-DOUYIN-736452,douyin_2747605,douyin,小米 运动户外 1,电子产品,其他,1974.48,优衣库,有货,
P-DOUYIN-738630,douyin_1731733,douyin,耐克 电子产品 2,美妆个护,其他,1797.47,华为,有货,
P-DOUYIN-739255,douyin_3622776,douyin,Apple 母婴用品 16,美妆个护,其他,4377.28,海尔,有货,
P-DOUYIN-739461,douyin_3880245,douyin,海尔 图书文具 68,母婴用品,其他,346.08,耐克,有货,
P-DOUYIN-740183,douyin_6778145,douyin,格力 家居用品 54,服装鞋帽,其他,1829.84,ZARA,有货,
P-DOUYIN-740804,douyin_5071846,douyin,三星 图书文具 8,家居用品,其他,3927.28,小米,有货,
P-DOUYIN-741014,douyin_1897816,douyin,三星 服装鞋帽 44,家居用品,其他,3211.22,优衣库,有货,
P-DOUYIN-741865,douyin_2712975,douyin,小米 食品饮料 38,图书文具,其他,4151.29,格力,有货,
P-DOUYIN-742791,douyin_9846738,douyin,海尔 电子产品 37,食品饮料,其他,1996.43,小米,有货,
P-DOUYIN-742988,douyin_4597880,douyin,阿迪达斯 运动户外 51,美妆个护,其他,3554.63,格力,有货,
P-DOUYIN-743315,douyin_6049264,douyin,华为 服装鞋帽 2,电子产品,其他,1824.54,ZARA,有货,
P-DOUYIN-743363,douyin_8281897,douyin,小米 电子产品 58,美妆个护,其他,2136.93,Apple,有货,
P-DOUYIN-744405,douyin_4149922,douyin,小米 母婴用品 1,运动户外,其他,3408.78,Apple,有货,
P-DOUYIN-744443,douyin_5242830,douyin,ZARA 美妆个护 8,电子产品,其他,3402.86,海尔,有货,
P-DOUYIN-744736,douyin_9309770,douyin,三星 家居用品 32,母婴用品,其他,3414.21,华为,有货,
P-DOUYIN-745171,douyin_2433451,douyin,华为 美妆个护 89,图书文具,其他,1708.21,Apple,有货,
P-DOUYIN-745204,douyin_2007832,douyin,格力 母婴用品 62,运动户外,其他,1853.56,阿迪达斯,有货,
P-DOUYIN-746465,douyin_7897525,douyin,格力 美妆个护 3,电子产品,其他,2681.33,海尔,有货,
P-DOUYIN-746669,douyin_5737958,douyin,小米 电子产品 3,家居用品,其他,2155.38,阿迪达斯,有货,
P-DOUYIN-746677,douyin_1760557,douyin,小米 运动户外 49,母婴用品,其他,824.52,耐克,有货,
P-DOUYIN-747149,douyin_3162241,douyin,优衣库 运动户外 46,美妆个护,其他,3789.88,Apple,有货,
P-DOUYIN-751653,douyin_9950092,douyin,ZARA 母婴用品 58,母婴用品,其他,1736.03,海尔,有货,
P-DOUYIN-752388,douyin_9598998,douyin,耐克 食品饮料 45,家居用品,其他,1064.56,ZARA,有货,
P-DOUYIN-752421,douyin_9847269,douyin,优衣库 家居用品 47,母婴用品,其他,1153.06,Apple,有货,
P-DOUYIN-752564,douyin_1882642,douyin,小米 图书文具 93,图书文具,其他,4517.92,ZARA,有货,
P-DOUYIN-752640,douyin_1634253,douyin,优衣库 食品饮料 42,家居用品,其他,258.22,华为,有货,
P-DOUYIN-752679,douyin_2847943,douyin,海尔 图书文具 86,母婴用品,其他,3231.81,优衣库,有货,
P-DOUYIN-752943,douyin_5855554,douyin,格力 家居用品 12,电子产品,其他,2409.47,ZARA,有货,
P-DOUYIN-753635,douyin_9329613,douyin,优衣库 电子产品 44,美妆个护,其他,4180.83,Apple,有货,
P-DOUYIN-753652,douyin_8713440,douyin,格力 服装鞋帽 74,服装鞋帽,其他,3269.53,小米,有货,
P-DOUYIN-753911,douyin_6400892,douyin,耐克 美妆个护 46,母婴用品,其他,2768.58,优衣库,有货,
P-DOUYIN-755411,douyin_7930047,douyin,格力 家居用品 51,食品饮料,其他,3588.31,耐克,有货,
P-DOUYIN-756032,douyin_3134235,douyin,格力 运动户外 63,电子产品,其他,4981.96,阿迪达斯,有货,
P-DOUYIN-756681,douyin_3586852,douyin,优衣库 家居用品 38,家居用品,其他,706.23,小米,有货,
P-DOUYIN-756765,douyin_4515513,douyin,格力 母婴用品 6,运动户外,其他,4656.16,华为,有货,
P-DOUYIN-756956,douyin_1908618,douyin,海尔 电子产品 58,美妆个护,其他,2908.72,三星,有货,
P-DOUYIN-761471,douyin_2123297,douyin,ZARA 食品饮料 14,食品饮料,其他,2997.35,优衣库,有货,
P-DOUYIN-762048,douyin_9652786,douyin,小米 母婴用品 50,电子产品,其他,4119.58,Apple,有货,
P-DOUYIN-762188,douyin_4462051,douyin,优衣库 家居用品 9,运动户外,其他,2547.48,小米,有货,
P-DOUYIN-763436,douyin_2260489,douyin,格力 母婴用品 77,服装鞋帽,其他,2809.75,阿迪达斯,有货,
P-DOUYIN-764997,douyin_9888851,douyin,小米 服装鞋帽 56,电子产品,其他,4817.23,ZARA,有货,
P-DOUYIN-765179,douyin_9595336,douyin,华为 图书文具 64,美妆个护,其他,592.21,ZARA,有货,
P-DOUYIN-765315,douyin_7954921,douyin,华为 家居用品 64,母婴用品,其他,1091.50,耐克,有货,
P-DOUYIN-765906,douyin_5496543,douyin,三星 家居用品 30,运动户外,其他,4603.11,ZARA,有货,
P-DOUYIN-766660,douyin_5918913,douyin,耐克 电子产品 4,美妆个护,其他,4948.48,小米,有货,
P-DOUYIN-767392,douyin_8795300,douyin,小米 图书文具 84,运动户外,其他,501.19,阿迪达斯,有货,
P-DOUYIN-768201,douyin_3040629,douyin,海尔 食品饮料 44,美妆个护,其他,3948.81,优衣库,有货,
P-DOUYIN-768957,douyin_4290406,douyin,三星 电子产品 93,母婴用品,其他,4319.05,阿迪达斯,有货,
P-DOUYIN-769444,douyin_2372761,douyin,阿迪达斯 电子产品 43,美妆个护,其他,635.22,耐克,有货,
P-DOUYIN-770172,douyin_7900142,douyin,优衣库 运动户外 33,食品饮料,其他,1811.80,三星,有货,
P-DOUYIN-770844,douyin_4225856,douyin,ZARA 服装鞋帽 87,运动户外,其他,3118.84,阿迪达斯,有货,
P-DOUYIN-772006,douyin_4672027,douyin,格力 家居用品 95,家居用品,其他,2297.40,耐克,有货,
P-DOUYIN-772381,douyin_2772646,douyin,海尔 服装鞋帽 52,电子产品,其他,3683.75,优衣库,有货,
P-DOUYIN-772651,douyin_7241621,douyin,ZARA 服装鞋帽 99,食品饮料,其他,2271.92,Apple,有货,
P-DOUYIN-773726,douyin_5622295,douyin,小米 图书文具 97,运动户外,其他,2476.75,格力,有货,
P-DOUYIN-774529,douyin_6287934,douyin,优衣库 母婴用品 14,家居用品,其他,1617.89,Apple,有货,
P-DOUYIN-774779,douyin_9844255,douyin,三星 图书文具 18,图书文具,其他,2436.38,华为,有货,
P-DOUYIN-776518,douyin_5632450,douyin,三星 服装鞋帽 96,运动户外,其他,3842.29,Apple,有货,
P-DOUYIN-776772,douyin_5856557,douyin,阿迪达斯 运动户外 100,家居用品,其他,3987.46,优衣库,有货,
P-DOUYIN-778315,douyin_2041194,douyin,小米 运动户外 51,电子产品,其他,4071.51,阿迪达斯,有货,
P-DOUYIN-778661,douyin_6924239,douyin,小米 美妆个护 48,电子产品,其他,4953.42,小米,有货,
P-DOUYIN-778868,douyin_2633766,douyin,Apple 美妆个护 26,食品饮料,其他,1336.36,ZARA,有货,
P-DOUYIN-779746,douyin_9951149,douyin,三星 食品饮料 84,运动户外,其他,3306.40,ZARA,有货,
P-DOUYIN-780311,douyin_4495480,douyin,ZARA 食品饮料 80,食品饮料,其他,2208.11,ZARA,有货,
P-DOUYIN-780543,douyin_7530288,douyin,三星 母婴用品 15,电子产品,其他,1296.08,阿迪达斯,有货,
P-DOUYIN-781163,douyin_6645701,douyin,小米 家居用品 65,家居用品,其他,1216.43,耐克,有货,
P-DOUYIN-782087,douyin_7176005,douyin,阿迪达斯 家居用品 13,母婴用品,其他,2519.55,海尔,有货,
P-DOUYIN-782311,douyin_6593712,douyin,Apple 图书文具 34,服装鞋帽,其他,3075.66,华为,有货,
P-DOUYIN-782665,douyin_9901780,douyin,阿迪达斯 服装鞋帽 88,电子产品,其他,1059.59,ZARA,有货,
P-DOUYIN-784217,douyin_1860097,douyin,Apple 服装鞋帽 79,食品饮料,其他,467.33,三星,有货,
P-DOUYIN-784642,douyin_6652870,douyin,小米 家居用品 79,美妆个护,其他,1830.07,优衣库,有货,
P-DOUYIN-784688,douyin_7956903,douyin,ZARA 美妆个护 34,食品饮料,其他,2427.63,小米,有货,
P-DOUYIN-785397,douyin_7852796,douyin,Apple 图书文具 12,家居用品,其他,2808.70,海尔,有货,
P-DOUYIN-785443,douyin_9845447,douyin,小米 电子产品 81,美妆个护,其他,2838.67,海尔,有货,
P-DOUYIN-785963,douyin_3164518,douyin,ZARA 母婴用品 58,电子产品,其他,3717.93,三星,有货,
P-DOUYIN-786186,douyin_4401330,douyin,Apple 母婴用品 82,服装鞋帽,其他,469.60,海尔,有货,
P-DOUYIN-787822,douyin_6857216,douyin,耐克 家居用品 48,食品饮料,其他,512.53,Apple,有货,
P-DOUYIN-788390,douyin_7333346,douyin,格力 运动户外 69,美妆个护,其他,2659.33,小米,有货,
P-DOUYIN-788978,douyin_6685927,douyin,耐克 美妆个护 25,美妆个护,其他,977.58,格力,有货,
P-DOUYIN-789866,douyin_8316226,douyin,ZARA 母婴用品 25,运动户外,其他,1700.96,华为,有货,
P-DOUYIN-793064,douyin_2028039,douyin,海尔 家居用品 20,母婴用品,其他,2146.32,耐克,有货,
P-DOUYIN-793139,douyin_7401400,douyin,ZARA 电子产品 25,母婴用品,其他,2979.03,三星,有货,
P-DOUYIN-793219,douyin_7773026,douyin,海尔 运动户外 4,运动户外,其他,2343.65,优衣库,有货,
P-DOUYIN-793334,douyin_6816880,douyin,阿迪达斯 服装鞋帽 72,电子产品,其他,3558.45,华为,有货,
P-DOUYIN-793746,douyin_3299405,douyin,阿迪达斯 服装鞋帽 50,电子产品,其他,1896.70,阿迪达斯,有货,
P-DOUYIN-793794,douyin_7465274,douyin,三星 运动户外 80,家居用品,其他,1347.73,格力,有货,
P-DOUYIN-795045,douyin_3581895,douyin,小米 运动户外 78,运动户外,其他,4921.52,耐克,有货,
P-DOUYIN-795123,douyin_3620649,douyin,Apple 美妆个护 52,美妆个护,其他,4533.14,耐克,有货,
P-DOUYIN-795433,douyin_6449556,douyin,Apple 美妆个护 13,图书文具,其他,4010.27,耐克,有货,
P-DOUYIN-795444,douyin_5037590,douyin,Apple 服装鞋帽 54,服装鞋帽,其他,3161.70,ZARA,有货,
P-DOUYIN-796903,douyin_4264120,douyin,三星 服装鞋帽 61,家居用品,其他,2664.34,耐克,有货,
P-DOUYIN-797667,douyin_4540600,douyin,海尔 家居用品 89,家居用品,其他,1925.52,ZARA,有货,
P-DOUYIN-799344,douyin_9271118,douyin,三星 电子产品 59,母婴用品,其他,860.89,ZARA,有货,
P-DOUYIN-802791,douyin_7875969,douyin,ZARA 运动户外 11,美妆个护,其他,2961.76,三星,有货,
P-DOUYIN-805526,douyin_5037674,douyin,耐克 服装鞋帽 21,家居用品,其他,1307.42,耐克,有货,
P-DOUYIN-805644,douyin_5561997,douyin,海尔 运动户外 4,家居用品,其他,1498.26,阿迪达斯,有货,
P-DOUYIN-807243,douyin_4406310,douyin,耐克 家居用品 41,服装鞋帽,其他,1406.85,小米,有货,
P-DOUYIN-807328,douyin_2886828,douyin,Apple 服装鞋帽 94,图书文具,其他,1511.70,阿迪达斯,有货,
P-DOUYIN-807813,douyin_8031170,douyin,阿迪达斯 食品饮料 81,美妆个护,其他,1219.20,ZARA,有货,
P-DOUYIN-808313,douyin_7845785,douyin,耐克 家居用品 40,服装鞋帽,其他,4198.01,小米,有货,
P-DOUYIN-809193,douyin_4376257,douyin,优衣库 电子产品 5,电子产品,其他,147.59,海尔,有货,
P-DOUYIN-809229,douyin_4466542,douyin,阿迪达斯 运动户外 87,图书文具,其他,4488.58,Apple,有货,
P-DOUYIN-809614,douyin_7416639,douyin,华为 图书文具 40,服装鞋帽,其他,2043.70,阿迪达斯,有货,
P-DOUYIN-810032,douyin_5360592,douyin,格力 电子产品 28,图书文具,其他,1268.26,ZARA,有货,
P-DOUYIN-810993,douyin_3675035,douyin,小米 美妆个护 81,图书文具,其他,4421.34,ZARA,有货,
P-DOUYIN-811106,douyin_6470610,douyin,格力 家居用品 11,运动户外,其他,4037.97,阿迪达斯,有货,
P-DOUYIN-811242,douyin_2201213,douyin,优衣库 家居用品 60,图书文具,其他,1559.26,小米,有货,
P-DOUYIN-812583,douyin_6573551,douyin,Apple 运动户外 6,服装鞋帽,其他,4330.57,ZARA,有货,
P-DOUYIN-813370,douyin_3042317,douyin,阿迪达斯 母婴用品 39,美妆个护,其他,2798.88,小米,有货,
P-DOUYIN-814217,douyin_8079373,douyin,海尔 家居用品 25,家居用品,其他,4890.34,Apple,有货,
P-DOUYIN-814393,douyin_6079009,douyin,ZARA 美妆个护 55,母婴用品,其他,3671.30,Apple,有货,
P-DOUYIN-815041,douyin_3615511,douyin,三星 服装鞋帽 82,电子产品,其他,3194.23,阿迪达斯,有货,
P-DOUYIN-817495,douyin_4945864,douyin,海尔 服装鞋帽 14,食品饮料,其他,2196.91,ZARA,有货,
P-DOUYIN-817737,douyin_6182825,douyin,ZARA 图书文具 34,食品饮料,其他,298.97,小米,有货,
P-DOUYIN-820840,douyin_7525863,douyin,耐克 运动户外 43,美妆个护,其他,4955.79,ZARA,有货,
P-DOUYIN-821510,douyin_6634243,douyin,Apple 电子产品 40,美妆个护,其他,363.43,华为,有货,
P-DOUYIN-822088,douyin_2452260,douyin,格力 服装鞋帽 90,美妆个护,其他,1307.74,海尔,有货,
P-DOUYIN-822233,douyin_9049884,douyin,三星 电子产品 49,图书文具,其他,1975.56,海尔,有货,
P-DOUYIN-822572,douyin_5556094,douyin,ZARA 家居用品 97,家居用品,其他,2947.97,ZARA,有货,
P-DOUYIN-823390,douyin_4739470,douyin,三星 电子产品 24,运动户外,其他,2943.76,阿迪达斯,有货,
P-DOUYIN-823391,douyin_4490892,douyin,华为 家居用品 41,食品饮料,其他,2289.96,Apple,有货,
P-DOUYIN-824101,douyin_4284545,douyin,阿迪达斯 母婴用品 96,图书文具,其他,3458.11,小米,有货,
P-DOUYIN-824115,douyin_5942312,douyin,海尔 图书文具 44,电子产品,其他,194.64,华为,有货,
P-DOUYIN-824239,douyin_3667779,douyin,优衣库 电子产品 41,图书文具,其他,95.21,海尔,有货,
P-DOUYIN-824394,douyin_4678173,douyin,海尔 图书文具 48,美妆个护,其他,2470.63,三星,有货,
P-DOUYIN-824857,douyin_3160240,douyin,小米 运动户外 3,母婴用品,其他,4771.58,三星,有货,
P-DOUYIN-830479,douyin_4209133,douyin,优衣库 家居用品 79,食品饮料,其他,4212.72,阿迪达斯,有货,
P-DOUYIN-831247,douyin_5772399,douyin,小米 服装鞋帽 20,服装鞋帽,其他,4881.19,小米,有货,
P-DOUYIN-832355,douyin_1558294,douyin,三星 母婴用品 39,母婴用品,其他,1885.10,ZARA,有货,
P-DOUYIN-833323,douyin_7948490,douyin,格力 美妆个护 67,食品饮料,其他,734.25,ZARA,有货,
P-DOUYIN-833561,douyin_4739816,douyin,华为 美妆个护 93,美妆个护,其他,4361.10,格力,有货,
P-DOUYIN-833845,douyin_9750084,douyin,耐克 母婴用品 13,电子产品,其他,1987.90,小米,有货,
P-DOUYIN-834334,douyin_2142176,douyin,优衣库 运动户外 12,运动户外,其他,781.13,三星,有货,
P-DOUYIN-834693,douyin_7420002,douyin,小米 母婴用品 38,运动户外,其他,285.74,三星,有货,
P-DOUYIN-834739,douyin_5548454,douyin,海尔 家居用品 88,母婴用品,其他,4996.22,小米,有货,
P-DOUYIN-834807,douyin_8723015,douyin,ZARA 母婴用品 4,图书文具,其他,4785.21,ZARA,有货,
P-DOUYIN-835947,douyin_7614159,douyin,海尔 图书文具 63,服装鞋帽,其他,470.64,小米,有货,
P-DOUYIN-836203,douyin_7865547,douyin,海尔 电子产品 1,食品饮料,其他,851.22,三星,有货,
P-DOUYIN-836765,douyin_6352554,douyin,Apple 美妆个护 38,图书文具,其他,668.26,华为,有货,
P-DOUYIN-837576,douyin_8503341,douyin,小米 食品饮料 13,母婴用品,其他,3550.92,ZARA,有货,
P-DOUYIN-838058,douyin_6065069,douyin,华为 家居用品 93,食品饮料,其他,3241.16,耐克,有货,
P-DOUYIN-838237,douyin_4590608,douyin,海尔 运动户外 100,食品饮料,其他,2632.42,华为,有货,
P-DOUYIN-839155,douyin_7023141,douyin,Apple 运动户外 56,运动户外,其他,823.80,三星,有货,
P-DOUYIN-839473,douyin_1206629,douyin,华为 运动户外 70,母婴用品,其他,1248.89,格力,有货,
P-DOUYIN-841015,douyin_7959208,douyin,优衣库 美妆个护 89,家居用品,其他,4282.29,小米,有货,
P-DOUYIN-842872,douyin_6324582,douyin,小米 母婴用品 22,食品饮料,其他,3322.59,海尔,有货,
P-DOUYIN-843593,douyin_8803475,douyin,阿迪达斯 美妆个护 75,图书文具,其他,4178.10,格力,有货,
P-DOUYIN-844730,douyin_1657328,douyin,耐克 运动户外 59,电子产品,其他,1993.45,华为,有货,
P-DOUYIN-845935,douyin_4487537,douyin,华为 食品饮料 83,美妆个护,其他,1862.61,海尔,有货,
P-DOUYIN-846808,douyin_9750886,douyin,小米 运动户外 59,图书文具,其他,4354.77,优衣库,有货,
P-DOUYIN-847202,douyin_7972686,douyin,华为 食品饮料 17,食品饮料,其他,682.61,阿迪达斯,有货,
P-DOUYIN-847823,douyin_2968722,douyin,格力 美妆个护 93,美妆个护,其他,736.34,三星,有货,
P-DOUYIN-848958,douyin_7636558,douyin,阿迪达斯 电子产品 35,电子产品,其他,4442.16,海尔,有货,
P-DOUYIN-850372,douyin_8155536,douyin,ZARA 美妆个护 59,图书文具,其他,3704.47,耐克,有货,
P-DOUYIN-851334,douyin_7399357,douyin,海尔 运动户外 12,电子产品,其他,100.29,海尔,有货,
P-DOUYIN-852063,douyin_3082406,douyin,海尔 图书文具 56,图书文具,其他,4653.34,ZARA,有货,
P-DOUYIN-852138,douyin_7177687,douyin,阿迪达斯 服装鞋帽 40,食品饮料,其他,4116.32,阿迪达斯,有货,
P-DOUYIN-853240,douyin_8878075,douyin,小米 母婴用品 21,美妆个护,其他,2020.28,Apple,有货,
P-DOUYIN-855345,douyin_3355288,douyin,Apple 美妆个护 99,服装鞋帽,其他,3690.54,三星,有货,
P-DOUYIN-855448,douyin_5462440,douyin,小米 美妆个护 98,美妆个护,其他,4970.29,ZARA,有货,
P-DOUYIN-856212,douyin_9653414,douyin,海尔 母婴用品 15,家居用品,其他,764.76,小米,有货,
P-DOUYIN-859343,douyin_9722473,douyin,ZARA 家居用品 85,母婴用品,其他,4799.29,格力,有货,
P-DOUYIN-860042,douyin_7725563,douyin,格力 图书文具 57,服装鞋帽,其他,684.99,优衣库,有货,
P-DOUYIN-860142,douyin_4797527,douyin,华为 美妆个护 68,电子产品,其他,591.95,优衣库,有货,
P-DOUYIN-861062,douyin_9492346,douyin,优衣库 服装鞋帽 89,美妆个护,其他,1445.91,华为,有货,
P-DOUYIN-861450,douyin_6567711,douyin,海尔 电子产品 41,运动户外,其他,2993.78,华为,有货,
P-DOUYIN-863925,douyin_2994049,douyin,华为 食品饮料 37,服装鞋帽,其他,3139.60,阿迪达斯,有货,
P-DOUYIN-864186,douyin_3575119,douyin,ZARA 运动户外 50,服装鞋帽,其他,4932.11,海尔,有货,
P-DOUYIN-865604,douyin_4101065,douyin,耐克 母婴用品 37,服装鞋帽,其他,4209.03,华为,有货,
P-DOUYIN-866916,douyin_6732235,douyin,耐克 美妆个护 2,家居用品,其他,2288.69,阿迪达斯,有货,
P-DOUYIN-867882,douyin_9041521,douyin,ZARA 家居用品 15,美妆个护,其他,249.43,阿迪达斯,有货,
P-DOUYIN-868965,douyin_2311371,douyin,三星 食品饮料 81,电子产品,其他,3973.75,三星,有货,
P-DOUYIN-869806,douyin_1374459,douyin,优衣库 运动户外 44,运动户外,其他,4578.57,华为,有货,
P-DOUYIN-870076,douyin_4535609,douyin,三星 图书文具 54,服装鞋帽,其他,3227.74,Apple,有货,
P-DOUYIN-870531,douyin_8481892,douyin,耐克 食品饮料 28,运动户外,其他,658.89,三星,有货,
P-DOUYIN-871560,douyin_4690017,douyin,耐克 服装鞋帽 82,食品饮料,其他,1348.19,小米,有货,
P-DOUYIN-872027,douyin_6310730,douyin,三星 运动户外 16,服装鞋帽,其他,936.89,海尔,有货,
P-DOUYIN-872259,douyin_6412023,douyin,海尔 服装鞋帽 70,食品饮料,其他,1060.27,小米,有货,
P-DOUYIN-873778,douyin_9170259,douyin,Apple 美妆个护 33,图书文具,其他,4759.23,Apple,有货,
P-DOUYIN-875879,douyin_7475593,douyin,三星 图书文具 50,食品饮料,其他,4577.47,ZARA,有货,
P-DOUYIN-876847,douyin_1462596,douyin,优衣库 美妆个护 59,美妆个护,其他,3432.17,阿迪达斯,有货,
