order_item_id,order_id,global_product_id,quantity,unit_price,item_total,sku_info
251225,JD20250608829669,P-JD-804724,1,91.56,91.56,{}
251226,JD20250608829669,P-JD-975833,1,23.24,23.24,{}
251227,JD20250608829669,P-JD-746648,1,61.35,61.35,{}
251228,JD20250609157464,P-JD-338537,1,215.08,215.08,{}
251229,JD20250609157464,P-JD-954753,1,206.42,206.42,{}
251230,JD20250610107827,P-JD-448813,1,2095.88,2095.88,{}
251231,JD20250610107827,P-JD-589574,1,2144.81,2144.81,{}
251232,JD20250610902549,P-JD-406160,1,555.94,555.94,{}
251233,JD20250610902549,P-JD-619722,1,2910.93,2910.93,{}
251234,JD20250611285019,P-JD-594390,1,344.17,344.17,{}
251235,JD20250611285019,P-JD-660151,1,324.26,324.26,{}
251236,JD20250611685459,P-JD-773270,1,2481.51,2481.51,{}
251237,JD20250611685459,P-JD-910635,1,2203.45,2203.45,{}
251238,JD20250612330909,P-JD-711743,1,476.76,476.76,{}
251239,JD20250612330909,P-JD-776869,1,2122.92,2122.92,{}
251240,JD20250612478123,P-JD-894444,1,122.82,122.82,{}
251241,JD20250612478123,P-JD-253206,1,120.91,120.91,{}
251242,JD20250612495882,P-JD-355103,1,530.27,530.27,{}
251243,JD20250612495882,P-JD-356308,1,310.36,310.36,{}
251244,JD20250612495882,P-JD-709746,1,695.79,695.79,{}
251245,JD20250612786471,P-JD-651200,1,335.25,335.25,{}
251246,JD20250612786471,P-JD-406134,1,1883.47,1883.47,{}
251247,JD20250613257641,P-JD-356982,1,1687.82,1687.82,{}
251248,JD20250613257641,P-JD-406463,1,770.58,770.58,{}
251249,JD20250613257641,P-JD-944294,1,1194.32,1194.32,{}
251250,JD20250613463665,P-JD-444790,1,841.22,841.22,{}
251251,JD20250613463665,P-JD-695054,1,419.46,419.46,{}
251252,JD20250613463665,P-JD-975833,1,1486.65,1486.65,{}
251253,JD20250613983385,P-JD-631547,1,404.73,404.73,{}
251254,JD20250613983385,P-JD-795466,1,2230.93,2230.93,{}
251255,JD20250615167552,P-JD-532014,1,521.59,521.59,{}
251256,JD20250615167552,P-JD-519884,1,326.51,326.51,{}
251257,JD20250615167552,P-JD-562876,1,1551.78,1551.78,{}
251258,JD20250615680574,P-JD-140046,1,645.11,645.11,{}
251259,JD20250615680574,P-JD-703267,1,580.79,580.79,{}
251260,JD20250616517160,P-JD-618687,1,1536.15,1536.15,{}
251261,JD20250616517160,P-JD-205620,1,3451.86,3451.86,{}
251262,JD20250616800255,P-JD-615919,1,1702.27,1702.27,{}
251263,JD20250616800255,P-JD-507867,1,1767.13,1767.13,{}
251264,JD20250617165155,P-JD-836410,1,179.97,179.97,{}
251265,JD20250617165155,P-JD-628814,1,565.66,565.66,{}
251266,JD20250617166164,P-JD-446597,1,704.63,704.63,{}
251267,JD20250617166164,P-JD-962507,1,336.59,336.59,{}
251268,JD20250617166164,P-JD-472017,1,398.85,398.85,{}
251269,JD20250618242635,P-JD-705588,1,603.20,603.20,{}
251270,JD20250618242635,P-JD-393128,1,657.63,657.63,{}
251271,JD20250618242635,P-JD-689710,1,2216.93,2216.93,{}
251272,JD20250618764246,P-JD-562876,1,1466.30,1466.30,{}
251273,JD20250618764246,P-JD-589574,1,2906.42,2906.42,{}
251274,JD20250620183555,P-JD-274666,1,361.49,361.49,{}
251275,JD20250620183555,P-JD-620770,1,1589.53,1589.53,{}
251276,JD20250621288741,P-JD-631547,1,2186.37,2186.37,{}
251277,JD20250621288741,P-JD-531809,1,449.16,449.16,{}
251278,JD20250621288741,P-JD-711743,1,2142.30,2142.30,{}
251279,JD20250621910268,P-JD-275519,1,140.86,140.86,{}
251280,JD20250621910268,P-JD-195445,1,788.22,788.22,{}
251281,JD20250622678089,P-JD-902954,1,173.54,173.54,{}
251282,JD20250622678089,P-JD-444790,1,155.10,155.10,{}
251283,JD20250622678089,P-JD-481765,1,482.13,482.13,{}
251284,JD20250624618314,P-JD-388581,1,546.79,546.79,{}
251285,JD20250624618314,P-JD-925369,1,2357.43,2357.43,{}
251286,JD20250625862377,P-JD-961118,1,93.62,93.62,{}
251287,JD20250625862377,P-JD-135368,1,23.94,23.94,{}
251288,JD20250625862377,P-JD-464053,1,58.68,58.68,{}
251289,JD20250625988226,P-JD-463512,1,874.76,874.76,{}
251290,JD20250625988226,P-JD-405094,1,781.93,781.93,{}
251291,JD20250625988226,P-JD-878120,1,1213.25,1213.25,{}
251292,JD20250626210954,P-JD-428137,1,364.99,364.99,{}
251293,JD20250626210954,P-JD-991240,1,218.64,218.64,{}
251294,JD20250626210954,P-JD-466827,1,515.38,515.38,{}
251295,JD20250626914841,P-JD-924276,1,153.25,153.25,{}
251296,JD20250626914841,P-JD-615919,1,830.97,830.97,{}
251297,JD20250626969720,P-JD-874586,1,1444.05,1444.05,{}
251298,JD20250626969720,P-JD-531809,1,954.39,954.39,{}
251299,JD20250626969720,P-JD-720567,1,1088.16,1088.16,{}
251300,JD20250627706398,P-JD-696702,1,1104.67,1104.67,{}
251301,JD20250627706398,P-JD-805163,1,2218.27,2218.27,{}
251302,JD20250703361580,P-JD-925790,1,186.69,186.69,{}
251303,JD20250703361580,P-JD-925077,1,123.56,123.56,{}
251304,JD20250703361580,P-JD-778578,1,144.57,144.57,{}
251305,JD20250703590478,P-JD-919640,1,553.75,553.75,{}
251306,JD20250703590478,P-JD-119783,1,254.80,254.80,{}
251307,JD20250703590478,P-JD-610908,1,605.15,605.15,{}
251308,JD20250703844881,P-JD-532014,1,170.47,170.47,{}
251309,JD20250703844881,P-JD-360976,1,43.03,43.03,{}
251310,JD20250703844881,P-JD-240679,1,104.10,104.10,{}
251311,JD20250704256483,P-JD-401784,1,647.47,647.47,{}
251312,JD20250704256483,P-JD-100160,1,967.13,967.13,{}
251313,JD20250704256483,P-JD-808032,1,1638.42,1638.42,{}
251314,JD20250705386039,P-JD-503092,1,2041.38,2041.38,{}
251315,JD20250705386039,P-JD-292264,1,1065.02,1065.02,{}
251316,JD20250705386039,P-JD-752772,1,1271.61,1271.61,{}
251317,JD20250705791437,P-JD-205620,1,276.16,276.16,{}
251318,JD20250705791437,P-JD-779316,1,875.67,875.67,{}
251319,JD20250709840013,P-JD-925369,1,565.20,565.20,{}
251320,JD20250709840013,P-JD-750244,1,1032.64,1032.64,{}
251321,JD20250709840013,P-JD-802323,1,1214.43,1214.43,{}
251322,JD20250711510073,P-JD-193933,1,2134.89,2134.89,{}
251323,JD20250711510073,P-JD-589574,1,2178.74,2178.74,{}
251324,JD20250713257699,P-JD-119783,1,434.71,434.71,{}
251325,JD20250713257699,P-JD-428137,1,188.52,188.52,{}
251326,JD20250713257699,P-JD-763015,1,171.12,171.12,{}
251327,JD20250713540824,P-JD-472017,1,60.12,60.12,{}
251328,JD20250713540824,P-JD-962507,1,57.94,57.94,{}
251329,JD20250713540824,P-JD-971315,1,55.58,55.58,{}
251330,JD20250714564306,P-JD-773270,1,1538.21,1538.21,{}
251331,JD20250714564306,P-JD-917185,1,1634.44,1634.44,{}
251332,JD20250714956729,P-JD-803550,1,306.87,306.87,{}
251333,JD20250714956729,P-JD-820997,1,1475.10,1475.10,{}
251334,JD20250715462536,P-JD-773270,1,1995.81,1995.81,{}
251335,JD20250715462536,P-JD-928877,1,2202.39,2202.39,{}
251336,JD20250715680913,P-JD-360976,1,1327.90,1327.90,{}
251337,JD20250715680913,P-JD-720567,1,2627.91,2627.91,{}
251338,JD20250717468596,P-JD-988419,1,1424.15,1424.15,{}
251339,JD20250717468596,P-JD-555354,1,419.84,419.84,{}
251340,JD20250717468596,P-JD-704730,1,1846.60,1846.60,{}
251341,JD20250717635798,P-JD-503092,1,82.24,82.24,{}
251342,JD20250717635798,P-JD-705588,1,213.61,213.61,{}
251343,JD20250717867781,P-JD-481266,1,112.62,112.62,{}
251344,JD20250717867781,P-JD-428431,1,69.81,69.81,{}
251345,JD20250717867781,P-JD-866415,1,98.90,98.90,{}
251346,JD20250718266560,P-JD-615919,1,948.13,948.13,{}
251347,JD20250718266560,P-JD-122583,1,983.60,983.60,{}
251348,JD20250718266560,P-JD-446597,1,1157.79,1157.79,{}
251349,JD20250718286012,P-JD-503092,1,1359.40,1359.40,{}
251350,JD20250718286012,P-JD-369982,1,2797.58,2797.58,{}
251351,JD20250718578540,P-JD-140046,1,2263.04,2263.04,{}
251352,JD20250718578540,P-JD-503092,1,984.37,984.37,{}
251353,JD20250718578540,P-JD-417657,1,1425.25,1425.25,{}
251354,JD20250718862121,P-JD-953936,1,801.29,801.29,{}
251355,JD20250718862121,P-JD-628814,1,761.86,761.86,{}
251356,JD20250718864855,P-JD-638469,1,904.26,904.26,{}
251357,JD20250718864855,P-JD-712028,1,504.48,504.48,{}
251358,JD20250718864855,P-JD-819490,1,1051.38,1051.38,{}
251359,JD20250720402738,P-JD-649784,1,2462.65,2462.65,{}
251360,JD20250720402738,P-JD-148766,1,2309.98,2309.98,{}
251361,JD20250720438221,P-JD-810932,1,1783.24,1783.24,{}
251362,JD20250720438221,P-JD-464053,1,2074.26,2074.26,{}
251363,JD20250721311221,P-JD-896367,1,845.65,845.65,{}
251364,JD20250721311221,P-JD-415731,1,1286.49,1286.49,{}
251365,JD20250721890000,P-JD-168796,1,984.06,984.06,{}
251366,JD20250721890000,P-JD-662740,1,2314.62,2314.62,{}
251367,JD20250722538115,P-JD-689710,1,1386.79,1386.79,{}
251368,JD20250722538115,P-JD-734401,1,751.13,751.13,{}
251369,JD20250722538115,P-JD-146245,1,2583.06,2583.06,{}
251370,JD20250722801213,P-JD-411379,1,20.66,20.66,{}
251371,JD20250722801213,P-JD-820997,1,112.85,112.85,{}
251372,JD20250724986662,P-JD-401784,1,1775.54,1775.54,{}
251373,JD20250724986662,P-JD-265867,1,1264.51,1264.51,{}
251374,JD20250724986662,P-JD-532014,1,1585.19,1585.19,{}
251375,JD20250725461670,P-JD-349145,1,1166.52,1166.52,{}
251376,JD20250725461670,P-JD-651555,1,2267.60,2267.60,{}
251377,JD20250725478655,P-JD-610908,1,287.61,287.61,{}
251378,JD20250725478655,P-JD-659609,1,163.22,163.22,{}
251379,JD20250725478655,P-JD-684550,1,736.98,736.98,{}
251380,JD20250727792073,P-JD-637073,1,1309.52,1309.52,{}
251381,JD20250727792073,P-JD-394473,1,1075.88,1075.88,{}
251382,JD20250802244589,P-JD-994658,1,254.78,254.78,{}
251383,JD20250802244589,P-JD-406134,1,523.88,523.88,{}
251384,JD20250803288980,P-JD-853441,1,156.24,156.24,{}
251385,JD20250803288980,P-JD-866415,1,275.77,275.77,{}
251386,JD20250803288980,P-JD-684543,1,245.22,245.22,{}
251387,JD20250803435848,P-JD-628814,1,1580.58,1580.58,{}
251388,JD20250803435848,P-JD-389627,1,2201.77,2201.77,{}
251389,JD20250803793683,P-JD-515623,1,299.02,299.02,{}
251390,JD20250803793683,P-JD-213578,1,110.29,110.29,{}
251391,JD20250803793683,P-JD-972632,1,181.77,181.77,{}
251392,JD20250806319673,P-JD-270239,1,1031.92,1031.92,{}
251393,JD20250806319673,P-JD-615919,1,300.91,300.91,{}
251394,JD20250806319673,P-JD-692865,1,1507.50,1507.50,{}
251395,JD20250806597725,P-JD-745149,1,1189.03,1189.03,{}
251396,JD20250806597725,P-JD-720382,1,465.54,465.54,{}
251397,JD20250806597725,P-JD-466827,1,1315.38,1315.38,{}
251398,JD20250806838725,P-JD-143784,1,403.88,403.88,{}
251399,JD20250806838725,P-JD-734401,1,210.74,210.74,{}
251400,JD20250806838725,P-JD-111728,1,188.81,188.81,{}
251401,JD20250807357408,P-JD-587975,1,1493.40,1493.40,{}
251402,JD20250807357408,P-JD-880460,1,401.05,401.05,{}
251403,JD20250807357408,P-JD-206716,1,2093.47,2093.47,{}
251404,JD20250807429624,P-JD-481266,1,59.62,59.62,{}
251405,JD20250807429624,P-JD-625519,1,57.95,57.95,{}
251406,JD20250807429624,P-JD-325297,1,59.73,59.73,{}
251407,JD20250807455634,P-JD-920837,1,1040.16,1040.16,{}
251408,JD20250807455634,P-JD-206716,1,979.31,979.31,{}
251409,JD20250807455634,P-JD-804724,1,1126.53,1126.53,{}
251410,JD20250807896270,P-JD-443258,1,1605.71,1605.71,{}
251411,JD20250807896270,P-JD-401784,1,448.89,448.89,{}
251412,JD20250807896270,P-JD-351656,1,2037.14,2037.14,{}
251413,JD20250807929172,P-JD-318872,1,569.54,569.54,{}
251414,JD20250807929172,P-JD-567610,1,1415.35,1415.35,{}
251415,JD20250810691102,P-JD-936383,1,326.49,326.49,{}
251416,JD20250810691102,P-JD-809484,1,1501.63,1501.63,{}
251417,JD20250810927836,P-JD-420532,1,593.13,593.13,{}
251418,JD20250810927836,P-JD-589574,1,1058.61,1058.61,{}
251419,JD20250812125770,P-JD-478255,1,446.62,446.62,{}
251420,JD20250812125770,P-JD-810932,1,586.16,586.16,{}
251421,JD20250812316624,P-JD-894252,1,1353.77,1353.77,{}
251422,JD20250812316624,P-JD-738607,1,1193.42,1193.42,{}
251423,JD20250812316624,P-JD-393128,1,1719.90,1719.90,{}
251424,JD20250813379659,P-JD-220610,1,2005.24,2005.24,{}
251425,JD20250813379659,P-JD-802323,1,2840.26,2840.26,{}
251426,JD20250814453499,P-JD-180128,1,1486.68,1486.68,{}
251427,JD20250814453499,P-JD-241461,1,2949.41,2949.41,{}
251428,JD20250814616032,P-JD-880460,1,140.99,140.99,{}
251429,JD20250814616032,P-JD-944294,1,167.39,167.39,{}
251430,JD20250814616032,P-JD-349145,1,428.13,428.13,{}
251431,JD20250815954109,P-JD-497153,1,625.48,625.48,{}
251432,JD20250815954109,P-JD-819490,1,1060.26,1060.26,{}
251433,JD20250819241279,P-JD-689710,1,1717.61,1717.61,{}
251434,JD20250819241279,P-JD-193933,1,1415.64,1415.64,{}
251435,JD20250819299296,P-JD-819490,1,655.76,655.76,{}
251436,JD20250819299296,P-JD-820997,1,552.13,552.13,{}
251437,JD20250820682679,P-JD-105587,1,764.31,764.31,{}
251438,JD20250820682679,P-JD-975833,1,449.25,449.25,{}
251439,JD20250820682679,P-JD-878120,1,1526.22,1526.22,{}
251440,JD20250822582331,P-JD-841688,1,395.79,395.79,{}
251441,JD20250822582331,P-JD-352578,1,326.68,326.68,{}
251442,JD20250822582331,P-JD-405094,1,851.55,851.55,{}
251443,JD20250825177111,P-JD-472017,1,243.95,243.95,{}
251444,JD20250825177111,P-JD-709746,1,188.92,188.92,{}
251445,JD20250825177111,P-JD-163775,1,411.15,411.15,{}
251446,JD20250826276369,P-JD-894252,1,862.57,862.57,{}
251447,JD20250826276369,P-JD-917185,1,848.08,848.08,{}
251448,JD20250827711634,P-JD-929190,1,1042.23,1042.23,{}
251449,JD20250827711634,P-JD-170581,1,3253.75,3253.75,{}
251450,JD20250827808243,P-JD-470525,1,256.29,256.29,{}
251451,JD20250827808243,P-JD-899658,1,72.50,72.50,{}
251452,JD20250827808243,P-JD-650526,1,239.05,239.05,{}
251453,JD20250903248128,P-JD-767786,1,1346.12,1346.12,{}
251454,JD20250903248128,P-JD-692865,1,2506.50,2506.50,{}
251455,JD20250903398713,P-JD-562876,1,959.94,959.94,{}
251456,JD20250903398713,P-JD-619722,1,1944.58,1944.58,{}
251457,JD20250903398713,P-JD-146245,1,1978.80,1978.80,{}
251458,JD20250903791802,P-JD-886180,1,249.66,249.66,{}
251459,JD20250903791802,P-JD-689434,1,309.78,309.78,{}
251460,JD20250903791802,P-JD-869280,1,704.65,704.65,{}
251461,JD20250906166468,P-JD-104924,1,2392.75,2392.75,{}
251462,JD20250906166468,P-JD-181294,1,959.24,959.24,{}
251463,JD20250906166468,P-JD-859303,1,1077.57,1077.57,{}
251464,JD20250907902717,P-JD-477931,1,1676.52,1676.52,{}
251465,JD20250907902717,P-JD-154048,1,403.83,403.83,{}
251466,JD20250907902717,P-JD-975833,1,1399.32,1399.32,{}
251467,JD20250908237530,P-JD-358638,1,252.53,252.53,{}
251468,JD20250908237530,P-JD-477961,1,1057.79,1057.79,{}
251469,JD20250909290301,P-JD-991240,1,365.79,365.79,{}
251470,JD20250909290301,P-JD-352578,1,854.69,854.69,{}
251471,JD20250909803900,P-JD-645645,1,1636.49,1636.49,{}
251472,JD20250909803900,P-JD-928877,1,3145.99,3145.99,{}
251473,JD20250910487082,P-JD-392744,1,1697.60,1697.60,{}
251474,JD20250910487082,P-JD-684550,1,2395.00,2395.00,{}
251475,JD20250911196250,P-JD-651200,1,1517.24,1517.24,{}
251476,JD20250911196250,P-JD-696355,1,901.85,901.85,{}
251477,JD20250911196250,P-JD-919640,1,2521.76,2521.76,{}
251478,JD20250912733029,P-JD-649784,1,1755.03,1755.03,{}
251479,JD20250912733029,P-JD-810932,1,1045.78,1045.78,{}
251480,JD20250912733029,P-JD-181294,1,2106.20,2106.20,{}
251481,JD20250915610922,P-JD-664174,1,95.35,95.35,{}
251482,JD20250915610922,P-JD-577037,1,452.03,452.03,{}
251483,JD20250915634843,P-JD-486651,1,800.37,800.37,{}
251484,JD20250915634843,P-JD-265867,1,1188.43,1188.43,{}
251485,JD20250915634843,P-JD-692865,1,1347.75,1347.75,{}
251486,JD20250917898135,P-JD-411379,1,1055.34,1055.34,{}
251487,JD20250917898135,P-JD-356308,1,650.34,650.34,{}
251488,JD20250917898135,P-JD-594390,1,3211.67,3211.67,{}
251489,JD20250918270312,P-JD-776014,1,366.83,366.83,{}
251490,JD20250918270312,P-JD-201525,1,535.45,535.45,{}
251491,JD20250918271114,P-JD-816428,1,542.82,542.82,{}
251492,JD20250918271114,P-JD-205620,1,557.64,557.64,{}
251493,JD20250918271114,P-JD-716409,1,1367.40,1367.40,{}
251494,JD20250918328943,P-JD-783830,1,2490.70,2490.70,{}
251495,JD20250918328943,P-JD-383092,1,1148.91,1148.91,{}
251496,JD20250918328943,P-JD-619722,1,1352.02,1352.02,{}
251497,JD20250918860211,P-JD-853441,1,534.62,534.62,{}
251498,JD20250918860211,P-JD-649784,1,189.94,189.94,{}
251499,JD20250918860211,P-JD-836410,1,902.55,902.55,{}
251500,JD20250921168099,P-JD-779316,1,573.57,573.57,{}
251501,JD20250921168099,P-JD-767137,1,504.46,504.46,{}
251502,JD20250921168099,P-JD-318872,1,2229.93,2229.93,{}
251503,JD20250922899207,P-JD-704135,1,2073.02,2073.02,{}
251504,JD20250922899207,P-JD-654368,1,1860.18,1860.18,{}
251505,JD20250923525581,P-JD-972467,1,978.68,978.68,{}
251506,JD20250923525581,P-JD-670492,1,3183.57,3183.57,{}
251507,JD20250923929835,P-JD-684550,1,1152.41,1152.41,{}
251508,JD20250923929835,P-JD-767786,1,1907.70,1907.70,{}
251509,JD20250924993758,P-JD-170581,1,164.11,164.11,{}
251510,JD20250924993758,P-JD-838848,1,157.37,157.37,{}
251511,JD20250924993758,P-JD-470525,1,295.27,295.27,{}
251512,JD20250925723248,P-JD-899977,1,369.93,369.93,{}
251513,JD20250925723248,P-JD-752772,1,395.81,395.81,{}
251514,JD20250926263631,P-JD-925369,1,1357.37,1357.37,{}
251515,JD20250926263631,P-JD-229718,1,1208.61,1208.61,{}
251516,JD20250926263631,P-JD-181294,1,1330.15,1330.15,{}
251517,JD20250928418412,P-JD-100160,1,355.72,355.72,{}
251518,JD20250928418412,P-JD-767237,1,734.91,734.91,{}
251519,JD20250928630320,P-JD-929247,1,409.11,409.11,{}
251520,JD20250928630320,P-JD-530999,1,292.59,292.59,{}
251521,JD20250928630320,P-JD-613807,1,667.73,667.73,{}
251522,JD20251002179701,P-JD-579022,1,616.02,616.02,{}
251523,JD20251002179701,P-JD-411379,1,1292.53,1292.53,{}
251524,JD20251005360721,P-JD-415731,1,270.67,270.67,{}
251525,JD20251005360721,P-JD-256845,1,468.13,468.13,{}
251526,JD20251006410510,P-JD-776869,1,1239.05,1239.05,{}
251527,JD20251006410510,P-JD-649784,1,962.77,962.77,{}
251528,JD20251006410510,P-JD-781905,1,1335.88,1335.88,{}
251529,JD20251008677721,P-JD-188950,1,106.15,106.15,{}
251530,JD20251008677721,P-JD-429808,1,208.26,208.26,{}
251531,JD20251008677721,P-JD-795466,1,254.17,254.17,{}
251532,JD20251009257381,P-JD-902954,1,814.38,814.38,{}
251533,JD20251009257381,P-JD-606787,1,230.66,230.66,{}
251534,JD20251009257381,P-JD-355927,1,660.94,660.94,{}
251535,JD20251009360169,P-JD-446597,1,1369.46,1369.46,{}
251536,JD20251009360169,P-JD-954753,1,1908.01,1908.01,{}
251537,JD20251009564031,P-JD-199812,1,2444.62,2444.62,{}
251538,JD20251009564031,P-JD-458468,1,1192.73,1192.73,{}
251539,JD20251009564031,P-JD-896367,1,1096.85,1096.85,{}
251540,JD20251010152398,P-JD-401784,1,795.49,795.49,{}
251541,JD20251010152398,P-JD-975833,1,2943.50,2943.50,{}
251542,JD20251011561106,P-JD-349145,1,1254.03,1254.03,{}
251543,JD20251011561106,P-JD-188950,1,331.06,331.06,{}
251544,JD20251011561106,P-JD-433983,1,763.82,763.82,{}
251545,JD20251012564439,P-JD-497153,1,973.72,973.72,{}
251546,JD20251012564439,P-JD-955121,1,1828.73,1828.73,{}
251547,JD20251012564439,P-JD-720567,1,1937.39,1937.39,{}
251548,JD20251013543247,P-JD-392744,1,1593.53,1593.53,{}
251549,JD20251013543247,P-JD-878120,1,1498.62,1498.62,{}
251550,JD20251013779869,P-JD-925077,1,553.68,553.68,{}
251551,JD20251013779869,P-JD-704135,1,2477.44,2477.44,{}
251552,JD20251014195724,P-JD-416163,1,407.82,407.82,{}
251553,JD20251014195724,P-JD-795728,1,864.92,864.92,{}
251554,JD20251014855858,P-JD-369982,1,1099.60,1099.60,{}
251555,JD20251014855858,P-JD-928877,1,628.77,628.77,{}
251556,JD20251014855858,P-JD-923294,1,2331.36,2331.36,{}
251557,JD20251018895887,P-JD-477260,1,749.58,749.58,{}
251558,JD20251018895887,P-JD-534845,1,1362.82,1362.82,{}
251559,JD20251019179039,P-JD-555354,1,700.59,700.59,{}
251560,JD20251019179039,P-JD-231697,1,2951.25,2951.25,{}
251561,JD20251020642448,P-JD-895366,1,1399.18,1399.18,{}
251562,JD20251020642448,P-JD-532014,1,585.93,585.93,{}
251563,JD20251020642448,P-JD-696702,1,2201.23,2201.23,{}
251564,JD20251020877941,P-JD-406134,1,415.50,415.50,{}
251565,JD20251020877941,P-JD-795728,1,1081.35,1081.35,{}
251566,JD20251020877941,P-JD-486660,1,887.69,887.69,{}
251567,JD20251021330841,P-JD-469357,1,821.75,821.75,{}
251568,JD20251021330841,P-JD-802323,1,423.95,423.95,{}
251569,JD20251021330841,P-JD-478255,1,594.57,594.57,{}
251570,JD20251022656141,P-JD-422791,1,387.30,387.30,{}
251571,JD20251022656141,P-JD-615919,1,823.44,823.44,{}
251572,JD20251022656141,P-JD-653500,1,1109.54,1109.54,{}
251573,JD20251022790182,P-JD-804724,1,775.77,775.77,{}
251574,JD20251022790182,P-JD-665399,1,268.29,268.29,{}
251575,JD20251022790182,P-JD-304567,1,408.42,408.42,{}
251576,JD20251023614195,P-JD-776014,1,454.20,454.20,{}
251577,JD20251023614195,P-JD-148766,1,482.90,482.90,{}
251578,JD20251023614195,P-JD-351656,1,399.74,399.74,{}
251579,JD20251023636018,P-JD-636312,1,1133.52,1133.52,{}
251580,JD20251023636018,P-JD-895366,1,1042.48,1042.48,{}
251581,JD20251023636018,P-JD-776869,1,1429.92,1429.92,{}
251582,JD20251023673339,P-JD-464053,1,646.95,646.95,{}
251583,JD20251023673339,P-JD-929190,1,1311.75,1311.75,{}
251584,JD20251024141718,P-JD-944294,1,347.42,347.42,{}
251585,JD20251024141718,P-JD-816428,1,1849.14,1849.14,{}
251586,JD20251025433050,P-JD-192651,1,1685.54,1685.54,{}
251587,JD20251025433050,P-JD-999676,1,542.81,542.81,{}
251588,JD20251025433050,P-JD-767786,1,985.43,985.43,{}
251589,JD20251025860224,P-JD-636312,1,986.93,986.93,{}
251590,JD20251025860224,P-JD-935373,1,1104.53,1104.53,{}
251591,JD20251026876883,P-JD-896367,1,141.85,141.85,{}
251592,JD20251026876883,P-JD-477260,1,717.19,717.19,{}
251593,JD20251027837984,P-JD-406874,1,1762.97,1762.97,{}
251594,JD20251027837984,P-JD-752772,1,1043.21,1043.21,{}
251595,JD20251027837984,P-JD-795728,1,1100.59,1100.59,{}
251596,JD20251101409790,P-JD-526069,1,334.64,334.64,{}
251597,JD20251101409790,P-JD-820997,1,97.24,97.24,{}
251598,JD20251101409790,P-JD-696702,1,196.02,196.02,{}
251599,JD20251101777698,P-JD-188293,1,2502.33,2502.33,{}
251600,JD20251101777698,P-JD-383092,1,1118.43,1118.43,{}
251601,JD20251101777698,P-JD-954753,1,1139.29,1139.29,{}
251602,JD20251102766686,P-JD-767237,1,31.13,31.13,{}
251603,JD20251102766686,P-JD-507867,1,74.49,74.49,{}
251604,JD20251102766686,P-JD-373896,1,90.82,90.82,{}
251605,JD20251104481201,P-JD-351650,1,294.43,294.43,{}
251606,JD20251104481201,P-JD-416163,1,78.09,78.09,{}
251607,JD20251104481201,P-JD-567610,1,192.51,192.51,{}
251608,JD20251107987854,P-JD-919640,1,1173.56,1173.56,{}
251609,JD20251107987854,P-JD-466827,1,2970.48,2970.48,{}
251610,JD20251110578059,P-JD-271194,1,840.39,840.39,{}
251611,JD20251110578059,P-JD-157169,1,614.12,614.12,{}
251612,JD20251110578059,P-JD-188293,1,1163.48,1163.48,{}
251613,JD20251110977581,P-JD-708643,1,1153.13,1153.13,{}
251614,JD20251110977581,P-JD-841688,1,666.34,666.34,{}
251615,JD20251110977581,P-JD-398845,1,927.41,927.41,{}
251616,JD20251111292960,P-JD-507867,1,2389.85,2389.85,{}
251617,JD20251111292960,P-JD-348124,1,1116.62,1116.62,{}
251618,JD20251111292960,P-JD-615919,1,1107.28,1107.28,{}
251619,JD20251111576011,P-JD-613807,1,730.79,730.79,{}
251620,JD20251111576011,P-JD-752772,1,2304.07,2304.07,{}
251621,JD20251111598721,P-JD-275519,1,1449.59,1449.59,{}
251622,JD20251111598721,P-JD-896367,1,2049.37,2049.37,{}
251623,JD20251112629868,P-JD-388581,1,165.23,165.23,{}
251624,JD20251112629868,P-JD-497153,1,80.42,80.42,{}
251625,JD20251112629868,P-JD-417657,1,124.06,124.06,{}
251626,JD20251112820333,P-JD-271194,1,1804.18,1804.18,{}
251627,JD20251112820333,P-JD-695573,1,2088.90,2088.90,{}
251628,JD20251113279082,P-JD-170608,1,2041.60,2041.60,{}
251629,JD20251113279082,P-JD-587975,1,1992.40,1992.40,{}
251630,JD20251113682630,P-JD-256845,1,2571.64,2571.64,{}
251631,JD20251113682630,P-JD-649784,1,2178.17,2178.17,{}
251632,JD20251114378224,P-JD-470525,1,884.06,884.06,{}
251633,JD20251114378224,P-JD-902954,1,1009.92,1009.92,{}
251634,JD20251115310911,P-JD-944033,1,114.62,114.62,{}
251635,JD20251115310911,P-JD-662740,1,62.08,62.08,{}
251636,JD20251115310911,P-JD-394473,1,52.36,52.36,{}
251637,JD20251115954501,P-JD-292264,1,1180.25,1180.25,{}
251638,JD20251115954501,P-JD-273267,1,2324.71,2324.71,{}
251639,JD20251116420303,P-JD-270239,1,726.39,726.39,{}
251640,JD20251116420303,P-JD-253206,1,1310.98,1310.98,{}
251641,JD20251118100261,P-JD-889648,1,952.22,952.22,{}
251642,JD20251118100261,P-JD-545256,1,202.39,202.39,{}
251643,JD20251118100261,P-JD-531809,1,779.13,779.13,{}
251644,JD20251120478618,P-JD-406134,1,1561.95,1561.95,{}
251645,JD20251120478618,P-JD-752772,1,1616.18,1616.18,{}
251646,JD20251120478618,P-JD-618687,1,1350.93,1350.93,{}
251647,JD20251121180640,P-JD-579022,1,969.67,969.67,{}
251648,JD20251121180640,P-JD-206716,1,2241.82,2241.82,{}
